id,question,answers,best_answer,best_answer_index
1Γ-2025-20250527-4-17,"Η ελαστικότητα προσφοράς για ένα αγαθό είναι ίση με 0,5. Αυτό σημαίνει ότι:","Α. ""Μία αύξηση της τιμής του προϊόντος κατά 10% θα έχει ως αποτέλεσμα να μειωθεί η προσφερόμενη ποσότητα κατά 0,5%""

Β. ""Μία αύξηση της τιμής του προϊόντος κατά 10 νομισματικές μονάδες θα οδηγήσει σε αύξηση της προσφερόμενης ποσότητας κατά 5 μονάδες""

Γ. ""Μία αύξηση της τιμής του προϊόντος κατά 10% θα έχει ως αποτέλεσμα να αυξηθεί η προσφερόμενη ποσότητα κατά 5%""

Δ. ""Μία μείωση της τιμής του προϊόντος κατά 10% θα οδηγήσει σε αύξηση της προσφερόμενης ποσότητας κατά 5%""",Μία αύξηση της τιμής του προϊόντος κατά 10% θα έχει ως αποτέλεσμα να αυξηθεί η προσφερόμενη ποσότητα κατά 5%,Γ
1Γ-2025-20250527-4-18,Μια Κυπριακή εταιρεία έχει ένα εστιατόριο στην Ελλάδα. Ποιο από τα ακόλουθα είναι ορθό;,"Α. ""Η αξία των αγαθών και υπηρεσιών που παράγει το εστιατόριο συμπεριλαμβάνεται τόσο στο Κυπριακό όσο και στο Ελληνικό Ακαθάριστο Εγχώριο Προϊόν (ΑΕΠ)""

Β. ""Η μισή αξία των αγαθών και υπηρεσιών που παράγει το εστιατόριο περιλαμβάνεται στο Κυπριακό ΑΕΠ και το άλλο μισό στο Ελληνικό ΑΕΠ""

Γ. ""Η αξία των αγαθών και υπηρεσιών που παράγει το εστιατόριο συμπεριλαμβάνεται στο Ελληνικό ΑΕΠ και όχι στο Κυπριακό ΑΕΠ""

Δ. ""Η αξία των αγαθών και υπηρεσιών που παράγει το εστιατόριο συμπεριλαμβάνεται στο Κυπριακό ΑΕΠ και όχι στο Ελληνικό ΑΕΠ""",Η αξία των αγαθών και υπηρεσιών που παράγει το εστιατόριο συμπεριλαμβάνεται στο Ελληνικό ΑΕΠ και όχι στο Κυπριακό ΑΕΠ,Γ
1Γ-2025-20250527-4-19,Το Ακαθάριστο Εγχώριο Προϊόν (ΑΕΠ) αφορά:,"Α. ""Την αγοραία αξία όλων των αγαθών και υπηρεσιών μέσα στα όρια της χώρας σε μια δεδομένη χρονική περίοδο""

Β. ""Την αγοραία αξία όλων των αγαθών και υπηρεσιών που παράγονται από υπηκόους της χώρας, ανεξάρτητα με την χώρα διαμονής, σε μια δεδομένη χρονική περίοδο""

Γ. ""Την αγοραία αξία όλων των τελικών αγαθών και υπηρεσιών που παράγονται μέσα στα όρια της χώρας σε μια δεδομένη χρονική περίοδο""

Δ. ""Την αγοραία αξία όλων των τελικών αγαθών και υπηρεσιών που παράγονται από υπηκόους της χώρας, ανεξάρτητα με την χώρα διαμονής, σε μια δεδομένη χρονική περίοδο""",Την αγοραία αξία όλων των τελικών αγαθών και υπηρεσιών που παράγονται μέσα στα όρια της χώρας σε μια δεδομένη χρονική περίοδο,Γ
1Γ-2025-20250527-4-20,Αν σε μια χώρα παράνομες δραστηριότητες γίνουν νόμιμες τότε το Ακαθάριστο Εγχώριο Προϊόν (ΑΕΠ):,"Α. ""Σίγουρα μειώνεται""

Β. ""Σίγουρα αυξάνεται""

Γ. ""Δεν επηρεάζεται αφού στο ΑΕΠ περιλαμβάνονται και νόμιμες και παράνομες δραστηριότητες""

Δ. ""Καμία από τις λοιπές απαντήσεις δεν είναι σωστή""",Σίγουρα αυξάνεται,Β
1Γ-2025-20250527-4-21,"Ο Αντρέας πληρώνει κάποιον για να του καθαρίζει τον κήπο του, ενώ ο Γιώργος καθαρίζει μόνος του τον κήπο του. Βάση αυτών των δύο πρακτικών ποια από τις ακόλουθες δηλώσεις είναι η ορθή:","Α. ""Μόνο οι πληρωμές του Αντρέα περιλαμβάνονται στο Ακαθάριστο Εγχώριο Προϊόν (ΑΕΠ)""

Β. ""Και οι πληρωμές του Αντρέα αλλά και η κατ΄ εκτίμηση αξία των υπηρεσιών καθαρισμού του Γιώργου περιλαμβάνονται στο ΑΕΠ""

Γ. ""Ούτε οι πληρωμές του Αντρέα αλλά ούτε και η κατ’ εκτίμηση αξία των υπηρεσιών καθαρισμού του Γιώργου περιλαμβάνονται στο ΑΕΠ""

Δ. ""Οι πληρωμές του Αντρέα σίγουρα περιλαμβάνονται στο ΑΕΠ, ενώ η κατ’ εκτίμηση αξία των υπηρεσιών καθαρισμού του Γιώργου περιλαμβάνεται στο ΑΕΠ μόνο αν ο Γιώργος, εθελοντικά, πληροφορήσει την κυβέρνηση για την αξία αυτών των υπηρεσιών""",Μόνο οι πληρωμές του Αντρέα περιλαμβάνονται στο Ακαθάριστο Εγχώριο Προϊόν (ΑΕΠ),Α
1Γ-2025-20250527-4-22,Ποιο από τα ακόλουθα στοιχεία ΔΕΝ περιλαμβάνεται στον υπολογισμό του Ακαθάριστου Εγχώριου Προϊόντος (ΑΕΠ) της Ελλάδας;,"Α. ""Τα κέρδη του καταστήματος Χ στην Πάτρα""

Β. ""Οι μισθοί που καταβάλλονται στους υπαλλήλους της Τράπεζας Ψ στη Λάρισα""

Γ. ""Η αύξηση του κύκλου εργασιών της ελληνικής Τράπεζας Φ στο Βουκουρέστι""

Δ. ""Η αγορά μιας νέας ηλεκτρικής κουζίνας στην Κοζάνη""",Η αύξηση του κύκλου εργασιών της ελληνικής Τράπεζας Φ στο Βουκουρέστι,Γ
1Γ-2025-20250527-4-23,Ποιο από τα ακόλουθα ΔΕΝ περιλαμβάνεται στο ελληνικό Ακαθάριστο Εγχώριο Προϊόν (ΑΕΠ);,"Α. ""Η αγορά ενός καινούργιου κινέζικου κινητού""

Β. ""Η δαπάνη του κράτους για την κατασκευή ενός δρόμου""

Γ. ""Οι πωλήσεις ελληνικής φέτας στο εξωτερικό""

Δ. ""Η αγορά ενός καινούργιου σπιτιού στην Αρκαδία""",Η αγορά ενός καινούργιου κινέζικου κινητού,Α
1Γ-2025-20250527-4-24,Εάν ο πληθυσμός μιας οικονομίας είναι 10 εκατομμύρια και το κατά κεφαλή ονομαστικό ΑΕΠ (Ακαθάριστο Εγχώριο Προϊόν) είναι 10.000 ευρώ τότε το πραγματικό ΑΕΠ είναι:,"Α. ""1000 εκατομμύρια ευρώ""

Β. ""100 δις ευρώ""

Γ. ""100 εκατομμύρια ευρώ""

Δ. ""Δεν επαρκούν τα δεδομένα για να δοθεί απάντηση""",Δεν επαρκούν τα δεδομένα για να δοθεί απάντηση,Δ
1Γ-2025-20250527-4-25,To πραγματικό ΑΕΠ είναι το ονομαστικό ΑΕΠ προσαρμοσμένο:,"Α. ""Ώστε να αποφεύγεται διπλός υπολογισμός""

Β. ""Σε μεταβολές των τιμών""

Γ. ""Σε μεταβολές του πληθυσμού""

Δ. ""Σε μεταβολές των εισαγωγών""",Σε μεταβολές των τιμών,Β
1Γ-2025-20250527-4-26,Υποθέστε ότι ο Αποπληθωριστής του ΑΕΠ του έτους 2023 με έτος βάσης το 2015 είναι 105. Αυτό σημαίνει ότι:,"Α. ""Το μέσο επίπεδο τιμών των καταναλωτικών αγαθών και υπηρεσιών ήταν κατά 5% υψηλότερο το 2023 σε σχέση με το 2015""

Β. ""Το μέσο επίπεδο τιμών των αγαθών και υπηρεσιών που περιλαμβάνονται στο ΑΕΠ ήταν κατά 5% υψηλότερο το 2023 σε σχέση με το 2015""

Γ. ""Το ονομαστικό ΑΕΠ του 2015 ήταν κατά 105% χαμηλότερο από το ονομαστικό ΑΕΠ του 2023""

Δ. ""Το πραγματικό ΑΕΠ του 2023 σε σταθερές τιμές του 2015 ήταν κατά 23% υψηλότερο από το πραγματικό ΑΕΠ του 2015""",Το μέσο επίπεδο τιμών των αγαθών και υπηρεσιών που περιλαμβάνονται στο ΑΕΠ ήταν κατά 5% υψηλότερο το 2023 σε σχέση με το 2015,Β
1Γ-2025-20250527-4-27,Η Ανεργία Τριβής οφείλεται:,"Α. ""Σε έλλειψη πληροφόρησης που να συνδέει άμεσα τα κενά θέσεων εργασίας των επιχειρήσεων με τους ανέργους που έχουν τις κατάλληλες δεξιότητες για τις κενές θέσεις""

Β. ""Στην έλλειψη γνώσεων πληροφορικής από τους ανέργους""

Γ. ""Στην ανεπάρκεια της καταναλωτικής πίστης στην οικονομία""

Δ. ""Στην αποβιομηχάνιση μιας οικονομίας""",Σε έλλειψη πληροφόρησης που να συνδέει άμεσα τα κενά θέσεων εργασίας των επιχειρήσεων με τους ανέργους που έχουν τις κατάλληλες δεξιότητες για τις κενές θέσεις,Α
1Γ-2025-20250527-4-28,Σε ποια από τις παρακάτω περιπτώσεις έχουμε διαρθρωτική ανεργία;,"Α. ""Ο/Η Χ απορρίπτει μια πρόταση εργασίας γιατί πιστεύει ότι μπορεί να εξασφαλίσει υψηλότερο μισθό σε μια άλλη επιχείρηση""

Β. ""Ο/Η Ψ επανεισέρχεται στην αγορά εργασίας και ψάχνει για απασχόληση""

Γ. ""Το 2023, με την αύξηση του πληθωρισμού, η Κεντρική Ευρωπαϊκή Τράπεζα αυξάνει τα επιτόκια στην Ευρωζώνη, μειώνοντας τη συνολική ζήτηση και επομένως και την οικονομική δραστηριότητα""

Δ. ""Η μονάδα Ω παραγωγής ηλεκτρολογικού υλικού κλείνει λόγω χαμηλής ποιότητας των προϊόντων της, απολύοντας όλους/όλες τους/τις εργαζόμενους/ες""","Η μονάδα Ω παραγωγής ηλεκτρολογικού υλικού κλείνει λόγω χαμηλής ποιότητας των προϊόντων της, απολύοντας όλους/όλες τους/τις εργαζόμενους/ες",Δ
1Γ-2025-20250527-4-29,"Ένα άτομο μετακόμισε από την Αθήνα στη Θεσσαλονίκη, όπου βρήκε κατάλληλη (αντίστοιχη των προσόντων του) εργασία μετά από αναζήτηση 3 μηνών. Στο διάστημα αυτό, το εν λόγω άτομο συμπεριλαμβανόταν:","Α. ""Σε αυτούς που δεν επιθυμούν να εργαστούν""

Β. ""Στη διαρθρωτική ανεργία""

Γ. ""Στο φυσικό ποσοστό ανεργίας""

Δ. ""Στην κυκλική ανεργία""",Στο φυσικό ποσοστό ανεργίας,Γ
1Γ-2025-20250527-4-30,"Αν υποθέσουμε ότι στη χώρα Χ το φυσικό ποσοστό ανεργίας είναι 5% και το πραγματικό ποσοστό ανεργίας είναι 7%, τότε:","Α. ""Το παραγωγικό κενό είναι αρνητικό""

Β. ""Το παραγωγικό κενό είναι θετικό""

Γ. ""Η κυκλική ανεργία είναι μηδενική""

Δ. ""Το πραγματικό συνολικό προϊόν είναι ίσο με το δυνητικό προϊόν""",Το παραγωγικό κενό είναι αρνητικό,Α
1Γ-2025-20250527-4-31,Σύμφωνα με την έρευνα εργατικού δυναμικού ένας άνδρας ο οποίος επιλέγει ως μοναδική απασχόληση να παραμένει στο σπίτι και να φροντίζει το νοικοκυριό είναι:,"Α. ""Άνεργος""

Β. ""Απασχολούμενος""

Γ. ""Μη εργατικό δυναμικό""

Δ. ""Μη εντασσόμενος στις ανωτέρω κατηγορίες""",Μη εργατικό δυναμικό,Γ
1Γ-2025-20250527-4-32,Ο πληθωρισμός ορίζεται ως:,"Α. ""Η διαχρονική αύξηση του επιπέδου των τιμών""

Β. ""Η μείωση του πραγματικού μισθού""

Γ. ""Η αύξηση των τιμών των βασικών αγαθών""

Δ. ""Η αύξηση του ονομαστικού μισθού""",Η διαχρονική αύξηση του επιπέδου των τιμών,Α
1Γ-2025-20250527-4-33,"Αν το κόστος ενός καλαθιού αγοράς αυξηθεί από 100 ευρώ το έτος 1, σε 108 ευρώ το έτος 2, ποια είναι η τιμή του δείκτη τιμών καταναλωτή το έτος 2, εάν το έτος 1 είναι έτος βάσης;","Α. ""8""

Β. ""10,8""

Γ. ""100""

Δ. ""108""",108,Δ
1Γ-2025-20250527-4-34,"Εάν ο δείκτης τιμών καταναλωτή αυξηθεί από 70 σε 105 (δηλαδή 35 μονάδες) από το ένα έτος στο επόμενο, ο ρυθμός πληθωρισμού στη διάρκεια αυτής της περιόδου ήταν:","Α. ""20%""

Β. ""35%""

Γ. ""40%""

Δ. ""50%""",50%,Δ
1Γ-2025-20250527-4-35,"Εάν το κόστος ενός καλαθιού αγοράς μειωθεί από 100 ευρώ το έτος 2023 σε 95 ευρώ το έτος 2024, ποια είναι η τιμή του δείκτη τιμών καταναλωτή το έτος 2024, εάν το έτος 2023 είναι το έτος βάσης:","Α. ""5""

Β. ""105""

Γ. ""100""

Δ. ""Καμία από τις λοιπές απαντήσεις δεν είναι σωστή""",Καμία από τις λοιπές απαντήσεις δεν είναι σωστή,Δ
1Γ-2025-20250527-4-36,Ο πληθωρισμός ζήτησης εμφανίζεται όταν:,"Α. ""Μεταβάλλονται σημαντικά οι δημόσιες δαπάνες""

Β. ""Μεταβάλλονται δραστικά οι άμεσοι φόροι""

Γ. ""Η συνολική ζήτηση υπερβαίνει το παραγόμενο προϊόν στην πλήρη απασχόληση""

Δ. ""Οποτεδήποτε, η συνολική ζήτηση υπερβαίνει το παραγόμενο προϊόν""",Η συνολική ζήτηση υπερβαίνει το παραγόμενο προϊόν στην πλήρη απασχόληση,Γ
1Γ-2025-20250527-4-37,Το επίσημο ποσοστό καθώς και ο προσδιορισμός του ορίου ή κατωφλίου φτώχειας προκύπτει:,"Α. ""Από την έρευνα εργατικού δυναμικού της ΕΛΣΤΑΤ""

Β. ""Από την απογραφή πληθυσμού και κατοικιών της ΕΛΣΤΑΤ""

Γ. ""Από την επεξεργασία των φορολογικών δηλώσεων""

Δ. ""Από την έρευνα εισοδήματος και συνθηκών διαβίωσης της ΕΛΣΤΑΤ""",Από την έρευνα εισοδήματος και συνθηκών διαβίωσης της ΕΛΣΤΑΤ,Δ
1Γ-2025-20250527-4-38,"Σύμφωνα με την Ελληνική Στατιστική Αρχή, κατώφλι της φτώχειας, μετά τις κοινωνικές μεταβιβάσεις, ορίζεται το ποσοστό των ατόμων που ζουν σε νοικοκυριά, των οποίων το συνολικό ισοδύναμο διαθέσιμο εισόδημα είναι χαμηλότερο από:","Α. ""Το 60% του εθνικού διάμεσου ισοδύναμου διαθέσιμου εισοδήματος""

Β. ""Το 50% του εθνικού διάμεσου ισοδύναμου διαθέσιμου εισοδήματος""

Γ. ""Το 40% του εθνικού διάμεσου ισοδύναμου διαθέσιμου εισοδήματος""

Δ. ""Το 35% του εθνικού διάμεσου ισοδύναμου διαθέσιμου εισοδήματος""",Το 60% του εθνικού διάμεσου ισοδύναμου διαθέσιμου εισοδήματος,Α
1Γ-2025-20250527-4-39,Ως Απόλυτη Φτώχεια ορίζεται:,"Α. ""Η αδυναμία ατόμων ή νοικοκυριών να απολαύσουν ένα επαρκές επίπεδο απαραίτητων αγαθών και υπηρεσιών""

Β. ""Η αδυναμία ατόμων ή νοικοκυριών να απολαύσουν ένα επαρκές επίπεδο διατροφής""

Γ. ""Η διαβίωση με αποκλειστικό εισόδημα την εθνική σύνταξη ή το επίδομα ανεργίας""

Δ. ""Η διαβίωση σε δομές πρόνοιας""",Η αδυναμία ατόμων ή νοικοκυριών να απολαύσουν ένα επαρκές επίπεδο απαραίτητων αγαθών και υπηρεσιών,Α
1Γ-2025-20250527-4-40,Ποιο από τα ακόλουθα είναι παράδειγμα επεκτατικής δημοσιονομικής πολιτικής;,"Α. ""Μείωση των επιτοκίων""

Β. ""Μείωση κρατικών μεταβιβαστικών πληρωμών""

Γ. ""Αύξηση της φορολογίας""

Δ. ""Αύξηση των δημοσίων δαπανών""",Αύξηση των δημοσίων δαπανών,Δ
1Γ-2025-20250527-4-41,Ποιο από τα παρακάτω μέτρα θεωρείται ότι καταπολεμά τον πληθωρισμό ζήτησης;,"Α. ""Η μείωση του Φόρου Προστιθέμενης Αξίας (ΦΠΑ)""

Β. ""Η δραστική μείωση ορισμένων κατηγοριών άμεσων φόρων""

Γ. ""Η αύξηση των μεταβιβαστικών πληρωμών""

Δ. ""Η αύξηση των Φόρων Εισοδήματος Φυσικών Προσώπων""",Η αύξηση των Φόρων Εισοδήματος Φυσικών Προσώπων,Δ
1Γ-2025-20250527-4-42,Ποιο από τα παρακάτω αποτελεί μέτρο ενεργητικής πολιτικής απασχόλησης;,"Α. ""Η παροχή προγραμμάτων κατάρτισης στους ανέργους που προέρχονται από μαζικές απολύσεις μιας βιομηχανικής μονάδας""

Β. ""Η αύξηση των επιδομάτων ανεργίας στους εποχικούς ανέργους του κλάδου του τουρισμού""

Γ. ""Η παροχή επιδόματος αλληλεγγύης στους χαμηλόμισθους απασχολούμενους του κλάδου της ενέργειας""

Δ. ""Η αύξηση του ονομαστικού μισθού""",Η παροχή προγραμμάτων κατάρτισης στους ανέργους που προέρχονται από μαζικές απολύσεις μιας βιομηχανικής μονάδας,Α
1Γ-2025-20250527-4-43,Ποια από τις παρακάτω περιπτώσεις θα μπορούσε να αποτελέσει επεκτατική πολιτική με ταυτόχρονη βελτίωση της κατανομής του εισοδήματος;,"Α. ""Μείωση των έμμεσων φόρων στα είδη πρώτης ανάγκης""

Β. ""Μείωση των άμεσων φόρων""

Γ. ""Μείωση του του ανώτατου φορολογικού συντελεστή""

Δ. ""Μείωση των κρατικών δαπανών""",Μείωση των έμμεσων φόρων στα είδη πρώτης ανάγκης,Α
1Γ-2025-20250527-4-44,Ποια από τις παρακάτω περιπτώσεις θεωρείτε ότι θα μπορούσε να οδηγήσει σίγουρα σε ανακατανομή του εισοδήματος υπέρ των ασθενέστερων;,"Α. ""Η κυβέρνηση μειώνει τον οριακό φορολογικό συντελεστή του ανώτερου εισοδηματικού κλιμακίου""

Β. ""Η κυβέρνηση διατηρεί σταθερή τη σχέση έμμεσων και άμεσων φόρων""

Γ. ""Η κυβέρνηση αυξάνει το ποσοστό των φορολογικών εσόδων που προέρχονται από τους έμμεσους φόρους""

Δ. ""Σε καμία από τις λοιπές περιπτώσεις""",Σε καμία από τις λοιπές περιπτώσεις,Δ
1Γ-2025-20250527-4-45,Ποιος φορέας έχει την ευθύνη για την άσκηση νομισματικής πολιτικής (ΝΠ) στη χώρα μας;,"Α. ""Η ΝΠ ασκείται από την Ευρωπαϊκή Κεντρική Τράπεζα και εφαρμόζεται από το Κέντρο Προγραμματισμού και Οικονομικών Ερευνών (ΚΕΠΕ)""

Β. ""Η ΝΠ ασκείται από την Ευρωπαϊκή Κεντρική Τράπεζα και εφαρμόζεται από την Εθνική Τράπεζα της Ελλάδος""

Γ. ""Η ΝΠ ασκείται από την Ευρωπαϊκή Κεντρική Τράπεζα και εφαρμόζεται από την Τράπεζα της Ελλάδος""

Δ. ""Η ΝΠ ασκείται από την Ευρωπαϊκή Κεντρική Τράπεζα και εφαρμόζεται από το Υπουργείο Εθνικής Οικονομίας και Οικονομικών""",Η ΝΠ ασκείται από την Ευρωπαϊκή Κεντρική Τράπεζα και εφαρμόζεται από την Τράπεζα της Ελλάδος,Γ
1Γ-2025-20250527-4-46,Ποιο από τα παρακάτω αποτελεί μέτρο περιοριστικής νομισματικής πολιτικής:,"Α. ""Η μείωση των επιτοκίων""

Β. ""η αύξηση των επιτοκίων""

Γ. ""Η μείωση του κατώτατου μισθού""

Δ. ""Η αύξηση του κατώτατου μισθού""",η αύξηση των επιτοκίων,Β
1Γ-2025-20250527-4-47,"Ποια θεωρείτε ότι θα είναι η επίπτωση στο επίπεδο ισορροπίας του Εθνικού Εισοδήματος (ΕΕ) από την επιβολή επιπλέον φόρων στα ανώτερα εισοδηματικά κλιμάκια, που συνοδεύεται από ταυτόχρονη ισόποση αύξηση των μεταβιβαστικών πληρωμών στα νοικοκυριά που βρίσκονται σε κατάσταση φτώχειας και κοινωνικού αποκλεισμού;","Α. ""Το ΕΕ θα αυξηθεί""

Β. ""Το ΕΕ θα μειωθεί""

Γ. ""Το ΕΕ θα παραμείνει σταθερό""

Δ. ""Στα πρώτα στάδια της πολλαπλασιαστικής διαδικασίας θα αυξηθεί αλλά τελικώς θα μειωθεί""",Το ΕΕ θα αυξηθεί,Α
1Γ-2025-20250527-4-48,"Σε ποια από τις παρακάτω περιπτώσεις θεωρείτε ότι μία αύξηση της δαπάνης για δημόσια έργα, θα μπορούσε να αποτελέσει αποτελεσματικό μέτρο:","Α. ""Για την αντιμετώπιση του πληθωρισμού ζήτησης""

Β. ""Για την αντιμετώπιση του στασιμοπληθωρισμού""

Γ. ""Για την αντιμετώπιση της ύφεσης""

Δ. ""Για την αντιμετώπιση της ακρίβειας""",Για την αντιμετώπιση της ύφεσης,Γ
1Γ-2025-20250527-4-49,Ποιο από τα παρακάτω ΔΕΝ είναι δημόσια δαπάνη;,"Α. ""Μεταβιβαστικές πληρωμές""

Β. ""Τόκοι δημοσίου χρέους""

Γ. ""Εισφορές κοινωνικής ασφάλισης""

Δ. ""Επιδόματα δημοσίου""",Εισφορές κοινωνικής ασφάλισης,Γ
1Γ-2025-20250527-4-50,"Το Ελληνικό Δημόσιο έχει έσοδα 50 δισ. ευρώ, δαπάνες 70 δισ. ευρώ καθώς και πληρωμή τόκων για την εξυπηρέτηση του δημοσίου χρέους 5 δισ. ευρώ. Πόσο είναι το πρωτογενές έλλειμμα του Ελληνικού Δημοσίου;","Α. ""25 δισ. ευρώ""

Β. ""20 δισ. ευρώ""

Γ. ""15 δισ. ευρώ""

Δ. ""Καμία από τις λοιπές απαντήσεις δεν είναι σωστή""",20 δισ. ευρώ,Β
1Γ-2025-20250527-4-51,Ποιο από τα παρακάτω αποτελεί παράδειγμα πραγματικού μεγέθους;,"Α. ""Το ημερομίσθιο σε ευρώ""

Β. ""Ο λόγος του χρηματικού ημερομίσθιου προς την τιμή του λαδιού""

Γ. ""Η τιμή του σταριού""

Δ. ""Καμία από τις λοιπές απαντήσεις δεν είναι σωστή""",Ο λόγος του χρηματικού ημερομίσθιου προς την τιμή του λαδιού,Β
1Γ-2025-20250527-4-52,Σε ποια από τις παρακάτω περιπτώσεις αυξάνεται ο πραγματικός μισθός;,"Α. ""Με αύξηση των τιμών ενώ ο ονομαστικός μισθός παραμένει σταθερός""

Β. ""Με αύξηση των τιμών και ισόποση ποσοστιαία αύξηση του ονομαστικού μισθού""

Γ. ""Με μείωση των τιμών ενώ ο ονομαστικός μισθός παραμένει σταθερός""

Δ. ""Σε καμία από τις λοιπές περιπτώσεις""",Με μείωση των τιμών ενώ ο ονομαστικός μισθός παραμένει σταθερός,Γ
1Γ-2025-20250527-4-53,"Εάν το ονομαστικό επιτόκιο είναι 6% και ο πληθωρισμός είναι στο επίπεδο του 3%, το πραγματικό επιτόκιο είναι:","Α. ""2%""

Β. ""6%""

Γ. ""9%""

Δ. ""Καμία από τις λοιπές απαντήσεις δεν είναι σωστή""",Καμία από τις λοιπές απαντήσεις δεν είναι σωστή,Δ
1Γ-2025-20250527-4-54,Με τον όρο παραγωγικότητα της εργασίας εννοούμε:,"Α. ""Τις ώρες εργασίας που εργάζεται ένας/μία εργαζόμενος/η εντατικά""

Β. ""Οι μονάδες παραγόμενου προϊόντος ανά ώρα αντικειμενικής εργασίας""

Γ. ""Το παραγόμενο προϊόν από τους/τις πλήρως εξειδικευμένους εργαζόμενους/ες""

Δ. ""Το παραγόμενο προϊόν αποτιμημένο σε χρηματικές μονάδες προς τον αριθμό του συνόλου των εργαζομένων""",Οι μονάδες παραγόμενου προϊόντος ανά ώρα αντικειμενικής εργασίας,Β
1Γ-2025-20250527-4-55,Η παραγωγικότητα της εργασίας μπορεί να αυξηθεί:,"Α. ""Με την εισαγωγή νέων τεχνολογιών""

Β. ""Με την προσθήκη επιπλέον εργαζομένων""

Γ. ""Με την επέκταση της εργασίας και τα Σάββατα""

Δ. ""Σε καμία από τις λοιπές περιπτώσεις δεν είναι δυνατόν να αυξηθεί η παραγωγικότητα της εργασίας""",Με την εισαγωγή νέων τεχνολογιών,Α
1Γ-2025-20250527-4-56,Οι δασμοί εντάσσονται στην κατηγορία:,"Α. ""Των άμεσων φόρων""

Β. ""Των γενικών φόρων""

Γ. ""Των έμμεσων φόρων""

Δ. ""Σε καμία από τις λοιπές αναφερόμενες κατηγορίες""",Των έμμεσων φόρων,Γ
1Γ-2025-20250527-4-57,Το διαθέσιμο προσωπικό εισόδημα ενός ατόμου ορίζεται ως:,"Α. ""Το προσωπικό εισόδημα προ φόρων ΣΥΝ τις μεταβιβαστικές πληρωμές""

Β. ""Το προσωπικό εισόδημα μείον οι άμεσοι φόροι συν οι μεταβιβαστικές πληρωμές""

Γ. ""Το προσωπικό εισόδημα ΜΕΙΟΝ οι έμμεσοι φόροι ΣΥΝ οι μεταβιβαστικές πληρωμές""

Δ. ""Το προσωπικό εισόδημα αφού αφαιρεθούν οι άμεσοι και έμμεσοι φόροι""",Το προσωπικό εισόδημα μείον οι άμεσοι φόροι συν οι μεταβιβαστικές πληρωμές,Β
1Γ-2025-20250527-4-58,Ποια από τις παρακάτω οικονομικές μεταβλητές εντάσσεται στην κατηγορία των μεταβιβαστικών πληρωμών;,"Α. ""Οι δαπάνες του κράτους για δημόσια έργα""

Β. ""Οι εξαγωγές""

Γ. ""Οι ιδιωτικές επενδύσεις""

Δ. ""Δεν εντάσσεται καμία από τις λοιπές αναφερόμενες μεταβλητές""",Δεν εντάσσεται καμία από τις λοιπές αναφερόμενες μεταβλητές,Δ
1Γ-2025-20250527-4-59,Ποιος από τους παρακάτω φόρους ανήκει στην κατηγορία των άμεσων φόρων;,"Α. ""Φόρος Προστιθέμενης Αξίας""

Β. ""Φόρος επί της αξίας κληρονομηθέντος ακινήτου""

Γ. ""Δασμός στα εισαγόμενα αυτοκίνητα από την Ιαπωνία""

Δ. ""Ειδικός φόρος στα καύσιμα""",Φόρος επί της αξίας κληρονομηθέντος ακινήτου,Β
1Γ-2025-20250527-4-60,"Όταν ο συντελεστής φορολογίας εισοδήματος ανέρχεται σε 22% για εισοδήματα μέχρι 25.000 ευρώ ενώ μειώνεται απότομα για εισοδήματα άνω των 25.000 ευρώ, τότε το φορολογικό μας σύστημα είναι:","Α. ""Αναλογικής φορολογίας""

Β. ""Προοδευτικής φορολογίας""

Γ. ""Αντιστρόφως αναλογικής φορολογίας""

Δ. ""Αντιστρόφως προοδευτικής φορολογίας""",Αντιστρόφως προοδευτικής φορολογίας,Δ
1Γ-2025-20250527-4-61,Στον παρακάτω πίνακα παρουσιάζονται τα κλιμάκια φορολογητέου εισοδήματος και οι αντίστοιχοι οριακοί φορολογικοί συντελεστές. | Κλιμάκια Φορολογητέου Εισοδήματος (€) | Οριακός Φορολογικός Συντελεστής (%) | |---|---| | 0 – 10.000 | 10 | | 10.001 – 30.000 | 20 | | 30.001 και άνω | 40 | Η φορολογία στο εν λόγω παράδειγμα χαρακτηρίζεται ως:,"Α. ""Αναλογική""

Β. ""Προοδευτική""

Γ. ""Άδικη""

Δ. ""Δεν επαρκούν τα δεδομένα για τον χαρακτηρισμό""",Προοδευτική,Β
1Γ-2025-20250527-4-62,Οι καθαροί έμμεσοι φόροι είναι:,"Α. ""Το άθροισμα των έμμεσων φόρων και των επιδοτήσεων""

Β. ""Οι έμμεσοι φόροι μείον τις επιδοτήσεις""

Γ. ""Οι επιδοτήσεις μείον τους έμμεσους φόρους""

Δ. ""Οι έμμεσοι φόροι μείον τις αποσβέσεις""",Οι έμμεσοι φόροι μείον τις επιδοτήσεις,Β
1Γ-2025-20250527-4-63,Σε ποια κατηγορία φόρων ανήκουν οι φόροι περιουσίας;,"Α. ""Στους άμεσους φόρους""

Β. ""Στους έμμεσους φόρους""

Γ. ""Στο δημόσιο δανεισμό""

Δ. ""Καμία από τις λοιπές κατηγορίες""",Στους άμεσους φόρους,Α
1Γ-2025-20250527-4-64,Ποια είναι η κλίμακα της συμμετοχής των έμμεσων φόρων στα έσοδα από τη φορολογία στην Ελλάδα;,"Α. ""10%""

Β. ""60%""

Γ. ""24%""

Δ. ""30%""",60%,Β
