id,question,answers,best_answer,best_answer_index
444,58χρονος άνδρας με χρόνια συμφορητική καρδιακή ανεπάρκεια λαμβάνει θεραπεία με υδροχλωροθειαζίδη. Ο ασθενής παρουσιάζει συνεχώς υποκαλιαιμία. Ποιο από τα ακόλουθα διουρητικά είναι καταλληλότερο για να προστεθεί στο θεραπευτικό σχήμα που ακολουθεί;,"Α. ""ακεταζολαμίδη""

Β. ""αμιλορίδη""

Γ. ""φουροσεμίδη""

Δ. ""μαννιτόλη""

Ε. ""χλωροθειαζίδη""",αμιλορίδη,Β
449,Στη θεραπεία των οξέων επεισοδίων στηθάγχης:,"Α. ""η νιτρογλυκερίνη αυξάνει την παροχή O2 με διαστολή των αρτηριοσκληρωτικών αγγείων""

Β. ""οι β-αδρενεργικοί αναστολείς δεν έχουν ευεργετική δράση""

Γ. ""η νιτρογλυκερίνη αυξάνει τα επίπεδα cAMP στα καρδιακά μυοκύτταρα""

Δ. ""οι αναστολείς διαύλων Ca++ έχουν αρνητικά αποτελέσματα""

Ε. ""η νιτρογλυκερίνη μειώνει την ανάγκη του μυοκαρδίου σε O2 μέσω αρτηριακής αγγειοδιαστολής (ελάττωση μεταφορτίου) και φλεβοδιαστολής (ελάττωση προφορτίου)""",η νιτρογλυκερίνη μειώνει την ανάγκη του μυοκαρδίου σε O2 μέσω αρτηριακής αγγειοδιαστολής (ελάττωση μεταφορτίου) και φλεβοδιαστολής (ελάττωση προφορτίου),Ε
453,Η χορήγηση διγοξίνης κατά τη συμφορητική καρδιακή ανεπάρκεια προκαλεί:,"Α. ""αύξηση του καρδιακού ρυθμού σε κατάσταση ηρεμίας""

Β. ""επιτάχυνση της ανταλλαγής Na+-Ca++ στο σαρκείλημμα""

Γ. ""αναστολή της Na+/K+ ATPάσης της μεμβράνης του καρδιακού κυττάρου""

Δ. ""σημαντική αύξηση του όγκου διαστολής""

Ε. ""αύξηση του σχηματισμού ούρων λόγω άμεσης επίδρασης στους μηχανισμούς νεφρικής μεταφοράς""",αναστολή της Na+/K+ ATPάσης της μεμβράνης του καρδιακού κυττάρου,Γ
454,Οι καρδιοτονωτικές γλυκοσίδες έχουν μικρό θεραπευτικό δείκτη. Όλες οι ακόλουθες προτάσεις σχετικά με την τοξικότητα των καρδιοτονωτικών γλυκοσιδών είναι σωστές ΕΚΤΟΣ από μία:,"Α. ""προκαλούν πρώιμη κοιλιακή εκπόλωση""

Β. ""μπορεί να παρατηρηθεί ναυτία και έμετος""

Γ. ""συμπληρώματα καλίου αυξάνουν την πιθανότητα τοξικότητας""

Δ. ""η κινιδίνη μειώνει την νεφρική κάθαρση της διγοξίνης""

Ε. ""η αγωγιμότητα μέσω του κολποκοιλιακού κόμβου μειώνεται σταδιακά""",συμπληρώματα καλίου αυξάνουν την πιθανότητα τοξικότητας,Γ
456,Ποια από τις ακόλουθες προτάσεις σχετικά με τα αντιαρρυθμιακά ΔΕΝ είναι σωστή;,"Α. ""η δισοπυραμίδη έχει αρνητική ινότροπη δράση""

Β. ""η προκαϊναμίδη μπορεί να προκαλέσει σύνδρομο ανάλογο του ερυθηματώδους λύκου""

Γ. ""η λιδοκαΐνη ενδείκνυται κυρίως για κολπικές αρρυθμίες""

Δ. ""το βρετύλιο ενδύκνειται για κοιλιακές αρρυθμίες""

Ε. ""η βεραπαμίλη ενδύκνειται για υπερκοιλιακές αρρυθμίες""",η λιδοκαΐνη ενδείκνυται κυρίως για κολπικές αρρυθμίες,Γ
460,Η σπιρονολακτόνη:,"Α. ""παρεμβαίνει στη σύνθεση της προλακτίνης""

Β. ""παρεμβαίνει στη σύνθεση της λακτόζης""

Γ. ""παρεμβαίνει στη σύνθεση της αλδοστερόνης""

Δ. ""αυξάνει τη συγκέντρωση καλίου στο πλάσμα""

Ε. ""ελαττώνει τη συγκέντρωση καλίου στο πλάσμα""",αυξάνει τη συγκέντρωση καλίου στο πλάσμα,Δ
466,Η νιασίνη (νικοτινικό οξύ):,"Α. ""αναστέλλει τη σύνθεση των λιποπρωτεϊνών VLDL""

Β. ""αναστέλλει άμεσα τη σύνθεσης της χοληστερόλης""

Γ. ""διευκολύνει την απομάκρυνση των LDL""

Δ. ""δεσμεύει τα χολικά οξέα στο λεπτό έντερο""

Ε. ""αναστέλλει τη σύνθεση των λιποπρωτεϊνών HDL""",αναστέλλει τη σύνθεση των λιποπρωτεϊνών VLDL,Α
471,Η πιο συνηθισμένη ανεπιθύμητη ενέργεια της ερυθροποιητίνης είναι:,"Α. ""υπέρταση""

Β. ""νεφροτοξικότητα""

Γ. ""αρρυθμία""

Δ. ""αντιδράσεις υπερευαισθησίας""

Ε. ""αναιμία""",υπέρταση,Α
483,Ποιά από τις παρακάτω κατηγορίες φαρμάκων ΔΕΝ χρησιμοποιείται για την αντιμετώπιση του άσθματος:,"Α. ""β2-αγωνιστές""

Β. ""β-ανταγωνιστές""

Γ. ""αντιχολινεργικά""

Δ. ""το Α και το Γ""

Ε. ""το Β και το Γ""",β-ανταγωνιστές,Β
490,Η μετυραπόνη είναι χρήσιμη για τον έλεγχο της ενδοκρινικής λειτουργίας:,"Α. ""των α κυττάρων των νησιδίων του Langerhans στο πάγκρεας""

Β. ""των β κυττάρων των νησιδίων του Langerhans στο πάγκρεας""

Γ. ""της νευροϋπόφυσης""

Δ. ""του άξονα υπόφυσης - επινεφριδίων""

Ε. ""των κυττάρων Leydig στους όρχεις""",του άξονα υπόφυσης - επινεφριδίων,Δ
499,Ποια από τις παρακάτω φράσεις σχετικά με τα γλυκοκορτικοειδή ΔΕΝ είναι σωστή:,"Α. ""Χρησιμοποιούνται στη θεραπεία της νόσου του Αddison""

Β. ""Χρησιμοποιούνται στη θεραπεία του άσθματος""

Γ. ""Χρησιμοποιούνται στη θεραπεία του πεπτικού έλκους""

Δ. ""Ασκούν τη δράση τους συνδεόμενα με πυρηνικούς υποδοχείς""

Ε. ""Παρουσιάζουν αντιφλεγμονώδη δράση""",Χρησιμοποιούνται στη θεραπεία του πεπτικού έλκους,Γ
504,Ποιός από τους παρακάτω τροποποιητές των οιστρογονικών υποδοχέων χρησιμοποιείται ως ωορρηκτικό φάρμακο;,"Α. ""ταμοξιφαίνη""

Β. ""ραλοξιφαίνη""

Γ. ""τορεμιφαίνη""

Δ. ""κλομιφαίνη""

Ε. ""κανένα από τα παραπάνω""",κλομιφαίνη,Δ
507,Ποιό από τα ακόλουθα ΔΕΝ αποτελεί ανεπιθύμητη ενέργεια των αντισυλληπτικών που λαμβάνονται από το στόμα;,"Α. ""οίδημα""

Β. ""ευαισθησία μαστού""

Γ. ""ναυτία""

Δ. ""αυξημένη συχνότητα εμφάνισης ημικρανίας""

Ε. ""αυξημένος κίνδυνος εμφάνισης καρκίνου των ωοθηκών""",αυξημένος κίνδυνος εμφάνισης καρκίνου των ωοθηκών,Ε
509,Τα ακόλουθα είναι αληθινά ΕΚΤΟΣ από:,"Α. ""οι σουλφονυλουρίες χρησιμοποιούνται κυρίως για τη θεραπεία του σακχαρώδη διαβήτη τύπου Ι""

Β. ""οι σουλφονυλουρίες διεγείρουν την έκκριση ινσουλίνης από τα β-κύτταρα των νησιδίων του Langherhans""

Γ. ""οι σουλφονυλουρίες μακροχρόνια ευαισθητοποιούν τους περιφερικούς ιστούς στην ινσουλίνη""

Δ. ""οι σουλφονυλουρίες μετά από μακροχρόνια θεραπεία μπορούν να χάσουν την αποτελεσματικότητα τους""

Ε. ""μπορεί να προκληθεί υπογλυκαιμία μετά από μακροχρόνια χρήση των σουλφονυλουριών""",οι σουλφονυλουρίες χρησιμοποιούνται κυρίως για τη θεραπεία του σακχαρώδη διαβήτη τύπου Ι,Α
517,Ποιο από τα παρακάτω αντιμικροβιακά φάρμακα ΔΕΝ παρουσιάζει αντισταφυλοκοκκική δράση;,"Α. ""κλοξακιλλίνη""

Β. ""μεθικιλλίνη""

Γ. ""βανκομυκίνη""

Δ. ""αζτρεονάμη""

Ε. ""οξακιλλίνη""",αζτρεονάμη,Δ
521,Ποιο αντιβιοτικό ΑΝΤΕΝΔΕΙΚΝΥΤΑΙ στη θεραπεία λοίμωξης από Gram-θετικό κόκκο:,"Α. ""βανκομυκίνη""

Β. ""τετρακυκλίνη""

Γ. ""αμινογλυκοσίδες""

Δ. ""αζτρεονάμη""

Ε. ""κεφαλοσπορίνες""",αζτρεονάμη,Δ
530,Σε ποια αντιβιοτικά πρέπει να ελέγχεται η στάθμη τους στον ορό των ασθενών;,"Α. ""λινεζολίδη""

Β. ""βανκομυκίνη και αμινογλυκοσίδες""

Γ. ""τετρακυκλίνη""

Δ. ""κινολόνες""

Ε. ""δαπτομυκίνη""",βανκομυκίνη και αμινογλυκοσίδες,Β
536,Ποιό από τα παρακάτω αντιβιοτικά προκαλεί ψευδομεμβρανώδη κολίτιδα;,"Α. ""βανκομυκίνη""

Β. ""κλινδαμυκίνη""

Γ. ""ερυθρομυκίνη""

Δ. ""αμοξυκιλλίνη""

Ε. ""αμπικιλλίνη""",κλινδαμυκίνη,Β
539,Η δράση ποιού αντιβιοτικού εξαρτάται από τη συγκέντρωση (concentration dependent);,"Α. ""πενικιλλίνη""

Β. ""αμινογλυκοσίδες""

Γ. ""κεφτριαξόνη""

Δ. ""κεφοταξίμη""

Ε. ""κεφαλεξίνη""",αμινογλυκοσίδες,Β
550,Η νυστατίνη δρα:,"Α. ""παρεμποδίζοντας τη σύνθεση του κυτταρικού τοιχώματος""

Β. ""παρεμποδίζοντας τη σύνθεση της κυτταροπλασματικής μεμβράνης""

Γ. ""μειώνοντας την πρωτεϊνοσύνθεση""

Δ. ""αυξάνοντας τη διαπερατότητα της κυτταροπλασματικής μεμβράνης""

Ε. ""παρεμβαίνοντας στον ενδιάμεσο μεταβολισμό""",αυξάνοντας τη διαπερατότητα της κυτταροπλασματικής μεμβράνης,Δ
552,Ποιό από τα ακόλουθα αντιβιοτικά ΔΕΝ έχει συνδυαστεί σωστά με την κλινική του χρήση;,"Α. ""κλινδαμυκίνη – σταφυλοκοκκική οστεομυελίτιδα""

Β. ""σιπροφλοξασίνη - μόλυνση του ουροποιητικού συστήματος από Pseudomonas aearuginosa""

Γ. ""βανκομυκίνη – ψευδομεμβρανώδης εντεροκολίτιδα από Clostridium difficile""

Δ. ""κεφτριαξόνη - στρεπτοκοκκική ενδοκαρδίτιδα""

Ε. ""πενικιλλίνη G – μόλυνση από Clostridium perfringens""",κεφτριαξόνη - στρεπτοκοκκική ενδοκαρδίτιδα,Δ
566,Οι αντιμεταβολίτες είναι δραστικοί κατά κύριο λόγο στα κακοήθη κύτταρα που βρίσκονται:,"Α. ""στη φάση G1 του κυτταρικού κύκλου""

Β. ""στη μίτωση""

Γ. ""στη φάση S του κυτταρικού κύκλου""

Δ. ""σε οποιαδήποτε φάση, καθώς η δράση τους δεν εξαρτάται από κάποια φάση του κύκλου""

Ε. ""στη φάση G2 του κυτταρικού κύκλου""",στη φάση S του κυτταρικού κύκλου,Γ
572,Ποιός είναι ο μηχανισμός δράσης της σουματριπτάνης;,"Α. ""η σουματριπτάνη αναστέλλει την επαναπρόσληψη της σεροτονίνης από τους νευρώνες""

Β. ""η σουματριπτάνη αναστέλλει την αποικοδόμηση της σεροτονίνης από την ΜΑΟ-Α""

Γ. ""η σουματριπτάνη είναι ανταγωνιστής των 5-ΗΤ2Α υποδοχέων σε αιμοπετάλια και αγγειακούς λείους μύες""

Δ. ""η σουματριπτάνη είναι ανταγωνιστής των 5-ΗΤ3 υποδοχέων σε εντερογαγγλιακά κύτταρα""

Ε. ""η σουματριπτάνη είναι αγωνιστής των προσυναπτικών 5-ΗΤ1D υποδοχέων των αδρενεργικών νευρώνων""",η σουματριπτάνη είναι αγωνιστής των προσυναπτικών 5-ΗΤ1D υποδοχέων των αδρενεργικών νευρώνων,Ε
574,Ποιό από τα παρακάτω φάρμακα ΔΕΝ παρουσιάζει αντιεμετική δράση;,"Α. ""προχλωροπεραζίνη""

Β. ""δροναβινόλη""

Γ. ""λοραζεπάμη""

Δ. ""λεβο-ντόπα""

Ε. ""ονδανσετρόνη""",λεβο-ντόπα,Δ
580,Ποιο από τα παρακάτω αντιυπερτασικά φάρμακα προκαλεί βήχα ως ανεπιθύμητη ενέργεια;,"Α. ""νιφεδιπίνη""

Β. ""λοζαρτάνη""

Γ. ""εναλαπρίλη""

Δ. ""προπρανολόλη""

Ε. ""πραζοσίνη""",εναλαπρίλη,Γ
583,Ασθενής λαμβάνει θειαζιδικό διουρητικό για την ελάττωση της πίεσης αλλά μετά από λίγους μήνες παραπονείται για κόπωση και αδυναμία. Ποιο από τα παρακάτω μπορεί να παρουσιάζει χαμηλή τιμή στην εξέταση αίματος;,"Α. ""νάτριο""

Β. ""κάλιο""

Γ. ""ασβέστιο""

Δ. ""γλυκόζη""

Ε. ""ουρικό οξύ""",κάλιο,Β
590,Ποιο από τα παρακάτω φάρμακα παρουσιάζει τις περισσότερες φαρμακοκινητικές αλληλεπιδράσεις μέσω του κυττοχρώματος Ρ450;,"Α. ""φαμοτιδίνη""

Β. ""σιμετιδίνη""

Γ. ""ομεπραζόλη""

Δ. ""σουκραλφάτη""

Ε. ""ονδανσετρόνη""",σιμετιδίνη,Β
595,Σε ποια από τις παρακάτω λοιμώξεις οι φθοροκινολόνες είναι αναποτελεσματικές;,"Α. ""λοιμώξεις ουροφόρων οδών από E. coli""

Β. ""λοιμώξεις ουροφόρων οδών από Pseudomonas aeruginosa""

Γ. ""λοιμώξεις ουροφόρων οδών από στελέχη Klebsiella που παράγουν β-λακταμάσες""

Δ. ""πνευμονία από Streptococcus pneumoniae""

Ε. ""αναζωπύρωση χρόνιας βρογχίτιδας από Moraxella catarrhalis""",πνευμονία από Streptococcus pneumoniae,Δ
599,Η συγχορήγηση 5-φθοροουρακίλης και λευκοβορίνης συνιστάται για:,"Α. ""την προφύλαξη από την αναιμία""

Β. ""την επιμήκυνση της δράσης της 5-φθοροουρακίλης""

Γ. ""την μετατροπή της 5-φθοροουρακίλης προς φθοροδεοξυουριδυλικό οξύ (FdUMP)""

Δ. ""την αναστολή της θυμιδιλικής συνθετάσης από το φθοροδεοξυουριδυλικό οξύ (FdUMP)""

Ε. ""κανένα από τα παραπάνω""",την αναστολή της θυμιδιλικής συνθετάσης από το φθοροδεοξυουριδυλικό οξύ (FdUMP),Δ
603,Η υπερκαλιαιμία μπορεί να προκαλέσει θάνατο από:,"Α. ""Ελάττωση της συσταλτικότητας του μυοκαρδίου μέχρι διαστολικής παύλας""

Β. ""Αύξηση της συσταλτικότητας του μυοκαρδίου,η οποία διευκολύνει την επέλευση κοιλιακής ταχυκαρδίας""

Γ. ""Μη αναστρέψιμη αύξηση του δυναμικού ηρεμίας των ινών του φλεβοκόμβου""

Δ. ""Κολποκοιλιακό αποκλεισμό που καταλήγει σε ανακοπή""

Ε. ""Κολπική μαρμαρυγή""",Ελάττωση της συσταλτικότητας του μυοκαρδίου μέχρι διαστολικής παύλας,Α
610,Στην καρδιά:,"Α. ""Το παρασυμπαθητικό νευρώνει το δεμάτιο του Ηis""

Β. ""Κατά την “εκφυγή από το πνευμονογαστρικό” εκλείπει ο τόνος του πνευμονογαστρικού""

Γ. ""Η χρονότροπη δράση του συμπαθητικού έχει σχέση με την ένταση των καρδιακών παλμών""

Δ. ""Η σύγχρονη άρση του τόνου του συμπαθητικού και παρασυμπαθητικού ελαττώνει τη φυσιολογική καρδιακή συχνότητα""

Ε. ""Το παρασυμπαθητικό νευρώνει κυρίως το μυοκάρδιο των κοιλιών""",Το παρασυμπαθητικό νευρώνει το δεμάτιο του Ηis,Α
616,Η στένωση της μιτροειδούς βαλβίδας δημιουργεί:,"Α. ""Συστολικό φύσημα""

Β. ""Προσυστολικό φύσημα""

Γ. ""Πρωτοδιαστολικό φύσημα""

Δ. ""Διαστολικό φύσημα""

Ε. ""Πτώση της πίεσης στον αριστερό κόλπο""",Προσυστολικό φύσημα,Β
617,Το δυναμικό δράσεως που παράγει ο φλεβόκομβος διαδίδεται:,"Α. ""Προς όλα τα σημεία των δύο κόλπων""

Β. ""Μόνο προς τον κολποκοιλιακό κόμβο""

Γ. ""Μόνο μέσω των διακομβικών δεματίων""

Δ. ""Προς όλα τα σημεία των κοιλιών""

Ε. ""Μόνο μέσω του μυοκαρδίου των κόλπων""",Προς όλα τα σημεία των δύο κόλπων,Α
623,Κατά τον ιδιοκοιλιακό ρυθμό ισχύει ότι:,"Α. ""Το ετερότοπο ερέθισμα διεγείρει το μυοκάρδιο των κόλπων""

Β. ""Υπάρχει πλήρης κολποκοιλιακός αποκλεισμός""

Γ. ""Κόλποι και κοιλίες πάλλονται με τον ίδιο ρυθμό""

Δ. ""Καμία από τις ανωτέρω απαντήσεις δεν είναι σωστή""

Ε. ""Χαρακτηρίζεται από κολπικές έκτακτες συστολές""",Υπάρχει πλήρης κολποκοιλιακός αποκλεισμός,Β
624,Είναι λάθος ότι ο ΚΛΟΑ:,"Α. ""Ποικίλει ανάλογα με το φύλο, την ηλικία και τη σωματική διάπλαση""

Β. ""Ρυθμίζεται αποκλειστικά από τη λειτουργία ενδοκαρδιακών μηχανισμών""

Γ. ""Επηρεάζεται κυρίως από παράγοντες που καθορίζουν τη φλεβική επαναφορά""

Δ. ""Διέγερση του συμπαθητικού μπορεί να προκαλέσει αύξησή του κατά 100%""

Ε. ""Μειώνεται με τη δράση του πνευμονογαστρικού""",Ρυθμίζεται αποκλειστικά από τη λειτουργία ενδοκαρδιακών μηχανισμών,Β
629,Η παρασπειραματική συσκευή,"Α. ""Διηθεί το αίμα των τριχοειδών αγγείων""

Β. ""Επαναρροφά από το νεφρώνα ουσίες ζωτικής σημασίας""

Γ. ""Εκκρίνει ουσίες με ενεργό μεταφορά στο νεφρώνα""

Δ. ""Δρά σαν σφιγκτήρας στα άπω εσπειραμένα σωληνάρια""

Ε. ""Ρυθμίζει την αρτηριακή πίεση""",Ρυθμίζει την αρτηριακή πίεση,Ε
637,Η σπειραματική διήθηση επιτελείται κυρίως χάρη:,"Α. ""Στην υψηλή τριχοειδική κολλοειδωσμωτική πίεση""

Β. ""Στην χαμηλή τριχοειδική υδροστατική πίεση""

Γ. ""Στην υψηλή τριχοειδική υδροστατική πίεση""

Δ. ""Στην υψηλή τριχοειδική κολλοειδωσμωτική πίεση και στην υψηλή τριχοειδική υδροστατική πίεση""

Ε. ""Στην υψηλή αρτηριακή πίεση της συστηματικής κυκλοφορίας""",Στην υψηλή τριχοειδική υδροστατική πίεση,Γ
645,Οι σημαντικότεροι εκπνευστικοί μύες είναι:,"Α. ""Το διάφραγμα""

Β. ""Οι έξω μεσοπλέυριοι""

Γ. ""Οι έσω μεσοπλέυριοι και οι κοιλιακοί μύες""

Δ. ""Οι σκαληνοί μύες""

Ε. ""Οι στερνοκλειδομαστοειδείς μύες""",Οι έσω μεσοπλέυριοι και οι κοιλιακοί μύες,Γ
652,Το QRS του Ηλεκτροκαρδιογραφήματος (ΗΚΓ):,"Α. ""Συμβαίνει στους κόλπους πριν τις κοιλίες""

Β. ""Αυξάνει σε εύρος με μία αύξηση στον τελοδιαστολικό όγκο""

Γ. ""Μεγαλώνει με την καταστροφή των κυττάρων του Purkinje""

Δ. ""Καταγράφεται κατά τη διάρκεια της κοιλιακής σύσπασης""

Ε. ""Σημαίνει διέγερση του κολποκοιλιακού κόμβου""",Καταγράφεται κατά τη διάρκεια της κοιλιακής σύσπασης,Δ
655,Η φυσιολογική κεντρική φλεβική πίεση:,"Α. ""Είναι 25 mmHg""

Β. ""Διακυμαίνεται με την αναπνοή""

Γ. ""Είναι φυσιολογικά κάτω από την ατμοσφαιρική πίεση""

Δ. ""Είναι σταθερή""

Ε. ""Όλα είναι σωστά""",Διακυμαίνεται με την αναπνοή,Β
659,"Το μεγαλύτερο ποσοστό της γλυκόζης που διηθείται στο αγγειώδες σπείραμα, επαναρροφάται","Α. ""Στο εγγύς εσπειραμένο σωληνάριο""

Β. ""Κατιόν σκέλος της αγκύλης του Henle""

Γ. ""Ανιόν σκέλος της αγκύλης του Henle""

Δ. ""Άπω εσπειραμένο σωληνάριο""

Ε. ""Αθροιστικά σωληνάρια""",Στο εγγύς εσπειραμένο σωληνάριο,Α
662,Η παραγωγή ήχου γίνεται από:,"Α. ""Την ακουστική σάλπιγγα""

Β. ""Τις φωνητικές χορδές""

Γ. ""Τις χοάνες""

Δ. ""Το όργανο του Corti""

Ε. ""Μαλθακή Υπερώα""",Τις φωνητικές χορδές,Β
668,Το εσωτερικό της τραχείας καλύπτεται από:,"Α. ""Μονόστοιβο πλακώδες επιθήλιο""

Β. ""Μονόστοιβο κροσσωτό επιθήλιο""

Γ. ""Πολύστοιβο πλακώδες επιθήλιο""

Δ. ""Μονόστοιβο κυβοειδές επιθήλιο""

Ε. ""Πολύστοιβο πλακώδες κερατινοποιημένο επιθήλιο""",Μονόστοιβο κροσσωτό επιθήλιο,Β
669,Προς τα πού κατευθύνουν οι κροσσοί τη βλέννα και τη σκόνη;,"Α. ""Λάρυγγα""

Β. ""Φάρυγγα""

Γ. ""Δακρυϊκή κοιλότητα""

Δ. ""Ρίνα""

Ε. ""Ευσταχιανή σάλπιγγα""",Φάρυγγα,Β
671,Ποια είναι η αναπνευστική συχνότητα στα νεογνά;,"Α. ""10-15 ανά λεπτό""

Β. ""15-25 ανά λεπτό""

Γ. ""35-45 ανά λεπτό""

Δ. ""25-35 ανά λεπτό""

Ε. ""5-10 ανά λεπτό""",35-45 ανά λεπτό,Γ
676,"Σχετικά με την νεφρική λειτουργία, ο ρυθμός της σπειραματικής διήθησης αυξάνεται από:","Α. ""Σύσπαση προσαγωγού αρτηριδίου""

Β. ""Σύσπαση απαγωγού αρτηριδίου""

Γ. ""Αύξηση της συγκέντρωσης των πρωτεϊνών του πλάσματος""

Δ. ""Αύξηση της πίεσης στην κάψα""

Ε. ""Μείωση της συγκέντρωσης της αντιδιουρητικής ορμόνης στο αίμα""",Σύσπαση απαγωγού αρτηριδίου,Β
688,Η αγγειοτενσίνη II:,"Α. ""Είναι μια στεροειδική ορμόνη""

Β. ""Εκκρίνεται από ειδικά κύτταρα στο νεφρό""

Γ. ""Έχει μια απευθείας δράση στην επαναρρόφηση του Na+ από τα εγγύς εσπειραμένα σωληνάρια""

Δ. ""Θεωρείται ότι έχει αγγειοσυσπαστική δράση""

Ε. ""Έχει έντονη αντιυπερτασική δράση""",Θεωρείται ότι έχει αγγειοσυσπαστική δράση,Δ
690,Η διούρηση που σχετίζεται με τον σακχαρώδη διαβήτη είναι:,"Α. ""Ωσμωτική διούρηση νερού""

Β. ""Διούρηση νερού""

Γ. ""Αντιδιούρηση""

Δ. ""Διούρηση από αυξημένη πίεση""

Ε. ""Συνώνυμο της υπερδιήθησης""",Ωσμωτική διούρηση νερού,Α
694,"Η πίεση στον χώρο μεταξύ πνεύμονα και θωρακικού τοιχώματος είναι μεγαλύτερη από ό,τι η ατμοσφαιρική πίεση:","Α. ""Κατά τη διάρκεια μιας βαθειάς εισπνοής""

Β. ""Κατά τη διάρκεια του βήχα""

Γ. ""Ποτέ στη φυσιολογική ζωή λόγω της ελαστικής τάσης στους πνεύμονες""

Δ. ""Όταν η κατάποση διακόπτει την εισπνοή""

Ε. ""Όλα είναι σωστά""",Κατά τη διάρκεια του βήχα,Β
695,Τα καλυκοειδή κύτταρα στους αναπνευστικούς βρόγχους:,"Α. ""Εκκρίνουν επιφανειοδραστικό παράγοντα""

Β. ""Εκκρίνουν βλέννη""

Γ. ""Εγκολπώνουν μόρια σκόνης""

Δ. ""Παράγουν κροσσούς""

Ε. ""Παράγουν ερυθροποιητίνη""",Εκκρίνουν βλέννη,Β
699,Οι καρωτιδικοί χημειοϋποδοχείς:,"Α. ""Είναι ταχέως προσαρμοζόμενοι υποδοχείς""

Β. ""Σταματούν τη λειτουργία όταν οι καρωτιδικές αρτηρίες αποφράζονται""

Γ. ""Αυξάνουν το ρυθμό εκφόρτισης καθώς το PaO2 του αρτηριακού αίματος αυξάνει""

Δ. ""Εμπλέκονται στη ρύθμιση της αναπνοής""

Ε. ""Ανιχνεύουν τις μεταβολές της αρτηριακής πίεσης""",Εμπλέκονται στη ρύθμιση της αναπνοής,Δ
704,Ποια είναι η ιδιοσυχνότητα του φλεβόκομβου;,"Α. ""60-80 παλμοί/min""

Β. ""60-80 παλμοί/sec""

Γ. ""80-140 παλμοί/sec""

Δ. ""80-140 παλμοί/min""

Ε. ""40-60 παλμοί/sec""",60-80 παλμοί/min,Α
706,Ποια από τις παρακάτω περιγράφει μία αύξηση στην καρδιακή συχνότητα;,"Α. ""Θετική βαθμότροπη""

Β. ""Θετική δρομότροπη""

Γ. ""Θετική ινότροπη""

Δ. ""Θετική χρονότροπη""

Ε. ""Αρνητική χρονότροπη""",Θετική χρονότροπη,Δ
707,Ποια κορυφή του ΗΚΓ αντιστοιχεί στη διέγερση των κόλπων;,"Α. ""S""

Β. ""Q""

Γ. ""P""

Δ. ""R""

Ε. ""Τ""",P,Γ
709,Τι γίνεται στον κολποκοιλιακό καρδιακό αποκλεισμό;,"Α. ""Φυσιολογική λειτουργία""

Β. ""Έναρξη ερεθίσματος""

Γ. ""Εμπόδια στη μετάδοση του ερεθίσματος από τους κόλπους στις κοιλίες""

Δ. ""Αποδρομή ερεθίσματος""

Ε. ""Εμφάνιση ταχυκαρδίας""",Εμπόδια στη μετάδοση του ερεθίσματος από τους κόλπους στις κοιλίες,Γ
717,Τι δεν ανήκει στον νεφρώνα;,"Α. ""Το αγγειώδες σπείραμα""

Β. ""Η κάψα του Bowman""

Γ. ""Τα νεφρικά σωληνάρια""

Δ. ""Τα αθροιστικά σωληνάρια""

Ε. ""Η κοιλότητα του Bowman""",Τα αθροιστικά σωληνάρια,Δ
719,Ποια από τις παρακάτω ουσίες έχει τη μικρότερη τιμή νεφρικής πλασματοκάθαρσης;,"Α. ""Γλυκόζη""

Β. ""Φωσφωρικό""

Γ. ""Ουρία""

Δ. ""Κρεατινίνη""

Ε. ""Κάλιο""",Γλυκόζη,Α
722,Ποια πρόταση για τη νεφρική λειτουργία δεν ισχύει;,"Α. ""Το κύριο μέρος των εκκρινόμενων Η+ βοηθά στην επαναρρόφηση διττανθρακικού""

Β. ""Με την έκκριση Η+ μπορεί το υγρό στο τέλος του εγγύς σωληναρίου να έχει pH μικρότερο από 7,0""

Γ. ""Με αναστολή της έκκρισης Η+ στο εγγύς σωληνάριο (π.χ. από αναστολέα της καρβοανυδράσης) αναστέλλει την επαναρρόφηση Να+""

Δ. ""Η επαναρροφηθείσα ποσότητα Να+ στο εγγύς σωληνάριο ανά χρόνο είναι ανεξάρτητη του GFR""

Ε. ""Το pH των ούρων μπορεί να πέσει κάτω από 5,0""",Η επαναρροφηθείσα ποσότητα Να+ στο εγγύς σωληνάριο ανά χρόνο είναι ανεξάρτητη του GFR,Δ
726,Τι δεν ισχύει για το κολπικό νατριουρητικό πεπτίδιο;,"Α. ""Αποθηκεύεται σε κύτταρα των κόλπων της καρδιάς""

Β. ""Σε διάταση των κόλπων απελευθερώνεται στο αίμα""

Γ. ""Αυξάνει το GFR""

Δ. ""Αναστέλλει την έκλυση ρενίνης στους νεφρούς""

Ε. ""Διεγείρει την έκκριση αλδοστερόνης""",Διεγείρει την έκκριση αλδοστερόνης,Ε
728,Για τον νεκρό χώρο ισχύει ότι:,"Α. ""Καταλαμβάνει κυρίως τον χώρο ανταλλαγής των αερίων""

Β. ""Αντιστοιχεί στο 50% του συνολικού αναπνεόμενου όγκου""

Γ. ""Όταν αυξάνεται έχουμε καλύτερο αερισμό των κυψελίδων""

Δ. ""Ο λειτουργικός είναι πάντοτε μικρότερος από τον ανατομικό νεκρό χώρο""

Ε. ""Ισούται με 150 ml στον ενήλικα""",Ισούται με 150 ml στον ενήλικα,Ε
