id,question,answers,best_answer,best_answer_index
67,"Οι πυρκαγιές χωρίζονται σε τέσσερις βασικές κατηγορίες ανάλογα με τη φύση της καύσιμης ύλης (στερεά καύσιμα, υγρά καύσιμα, αέρια καύσιμα και εύφλεκτα μέταλλα).","Α. ""Σε μια πυρκαγιά της πρώτης κατηγορίας πρέπει να χρησιμοποιηθεί πυροσβεστήρας ξηράς σκόνης ή διοξειδίου του άνθρακα, ενώ σε μια πυρκαγιά της τρίτης κατηγορίας μπορεί να χρησιμοποιηθεί νερό.""

Β. ""Σε μια πυρκαγιά της πρώτης κατηγορίας μπορεί να χρησιμοποιηθεί νερό, ενώ σε μια πυρκαγιά της τρίτης κατηγορίας πρέπει να χρησιμοποιηθεί πυροσβεστήρας ξηράς σκόνης ή διοξειδίου του άνθρακα.""","Σε μια πυρκαγιά της πρώτης κατηγορίας μπορεί να χρησιμοποιηθεί νερό, ενώ σε μια πυρκαγιά της τρίτης κατηγορίας πρέπει να χρησιμοποιηθεί πυροσβεστήρας ξηράς σκόνης ή διοξειδίου του άνθρακα.",Β
68,"Για να φύγει η κόλλα από το μεταξωτό νήμα,","Α. ""πρέπει να βραστεί καλά σε καυτό νερό, σαπούνι και σόδα.""

Β. ""πρέπει να εμβαπτιστεί σε νερό, σαπούνι και σόδα.""","πρέπει να βραστεί καλά σε καυτό νερό, σαπούνι και σόδα.",Α
69,Δεν πρέπει να γίνεται καύση ξερών χόρτων και κλαδιών,"Α. ""κατά τους φθινοπωρινούς μηνες.""

Β. ""κατά τους θερινούς μήνες.""",κατά τους θερινούς μήνες.,Β
70,"Στημόνι είναι το σύνολο των ινών υψηλής ποιότητας, ίδιου μήκους, οι οποίες","Α. ""τεντώνονται και δένονται παράλληλα στις επάνω και κάτω ράβδους του αργαλειού.""

Β. ""τεντώνονται και δένονται κάθετα στις επάνω και κάτω ράβδους του αργαλειού.""",τεντώνονται και δένονται παράλληλα στις επάνω και κάτω ράβδους του αργαλειού.,Α
71,Πώς φτιάχνουν μόνοι τους πηλό οι παραδοσιακοί αγγειοπλάστες;,"Α. ""Τον ξεχώνουν από το χώμα, τον κοπανούν να γίνει ψιλός, τον πλένουν και τέλος τον κοσκινίζουν.""

Β. ""Τον ξεχώνουν από το χώμα, τον κοπανούν να γίνει ψιλός και τέλος τον κοσκινίζουν.""","Τον ξεχώνουν από το χώμα, τον κοπανούν να γίνει ψιλός και τέλος τον κοσκινίζουν.",Β
72,"Ως προφύλαξη για πιθανή πυρκαγιά,","Α. ""κλαδέψτε τα ξερά κλαδιά από τα δένδρα και τους θάμνους.""

Β. ""όλα τα κλαδιά από τα δένδρα και τους θάμνους.""",κλαδέψτε τα ξερά κλαδιά από τα δένδρα και τους θάμνους.,Α
73,Πού στερεώνεται το στημόνι του κάθετου αργαλειού;,"Α. ""Πάνω σε μία τάβλα.""

Β. ""Πάνω σε δύο ράβδους.""",Πάνω σε δύο ράβδους.,Β
74,"Για λόγους ασφαλείας, τα καλύμματα στις καμινάδες και τους αεραγωγούς του σπιτιού","Α. ""είναι προτιμότερο να φτιάχνονται από πλαστικό.""

Β. ""είναι προτιμότερο να φτιάχνονται από μέταλλο.""",είναι προτιμότερο να φτιάχνονται από μέταλλο.,Β
75,Η ύφανση στον κάθετο αργαλειό γίνεται,"Α. ""από επάνω προς τα κάτω.""

Β. ""από κάτω προς τα επάνω.""",από κάτω προς τα επάνω.,Β
76,"Σε περίπτωση πυρκαγιάς,","Α. ""μαζέψτε τις τέντες στα μπαλκόνια.""

Β. ""μαζέψτε τις μάνικες στα μπαλκόνια.""",μαζέψτε τις τέντες στα μπαλκόνια.,Α
77,"Σε σχήμα είναι τυλιγμένο το κουβάρι με το νήμα του κάθετου αργαλειού, ώστε να μην μπλέκεται;","Α. ""Είναι τυλιγμένο σε σχήμα οχταριού.""

Β. ""Είναι τυλιγμένο σε σχήμα σφαιρικό.""",Είναι τυλιγμένο σε σχήμα οχταριού.,Α
78,"Ένα ξένο σώμα στο αυτί μπορεί να προκαλέσει πόνο, μείωση της ακοής, τραυματισμό του ακουστικού τυμπάνου και του ακουστικού πόρου. Αντιμετωπίζουμε το πρόβλημα ως εξής:","Α. ""Γυρνάμε το κεφάλι έτσι ώστε το αυτί που βρίσκεται το ξένο σώμα να είναι προς τα κάτω, τραβώντας το λοβό του αυτιού προς τα πίσω και κάτω. Αν πρόκειται για έντομο που πετάει, γυρνάμε το κεφάλι έτσι ώστε το αυτί στο οποίο βρίσκεται το έντομο να είναι προς τα πάνω.""

Β. ""Γυρνάμε το κεφάλι έτσι ώστε το αυτί που βρίσκεται το ξένο σώμα να είναι προς τα πάνω, τραβώντας το λοβό του αυτιού προς τα μπρος και πάνω. Αν πρόκειται για έντομο που πετάει, γυρνάμε το κεφάλι έτσι ώστε το αυτί στο οποίο βρίσκεται το έντομο να είναι προς τα κάτω.""","Γυρνάμε το κεφάλι έτσι ώστε το αυτί που βρίσκεται το ξένο σώμα να είναι προς τα κάτω, τραβώντας το λοβό του αυτιού προς τα πίσω και κάτω. Αν πρόκειται για έντομο που πετάει, γυρνάμε το κεφάλι έτσι ώστε το αυτί στο οποίο βρίσκεται το έντομο να είναι προς τα πάνω.",Α
79,"Τα μιτάρια στον αργαλειό προέρχονται από το δέσιμο με θηλιά δύο νημάτων, εκ των οποίων,","Α. ""το ένα βρίσκεται στο επάνω μέρος και το άλλο στο κάτω μέρος, ενώ έχει ίδιο σχήμα, μέγεθος και δέσιμο με το πρώτο.""

Β. ""το ένα βρίσκεται στο επάνω μέρος και το άλλο στο κάτω μέρος, ενώ διαφέρει σε σχήμα, μέγεθος και δέσιμο με το πρώτο.""","το ένα βρίσκεται στο επάνω μέρος και το άλλο στο κάτω μέρος, ενώ έχει ίδιο σχήμα, μέγεθος και δέσιμο με το πρώτο.",Α
80,"Σε περίπτωση δήγματος από δηλητηριώδες φίδι σε άκρο του σώματος και παρουσίας συμπτωμάτων όπως εμετός, ζάλη, αδυναμία κ.λπ., το θύμα πρέπει να διακομιστεί στο νοσοκομείο.","Α. ""Επίσης, ένα από τα μέτρα αντιμετώπισης είναι η ακινητοποίηση του άκρου πάνω από το ύψος της καρδιάς.""

Β. ""Επίσης, ένα από τα μέτρα αντιμετώπισης είναι η ακινητοποίηση του άκρου κάτω από το ύψος της καρδιάς.""","Επίσης, ένα από τα μέτρα αντιμετώπισης είναι η ακινητοποίηση του άκρου κάτω από το ύψος της καρδιάς.",Β
81,Σκοπός της χρήσης αδραχτιών είναι,"Α. ""να μην αφήσουν τα νήματα του αργαλειού να αλλάξουν κατεύθυνση.""

Β. ""να μην αφήσουν τα νήματα του αργαλειού να μπερδευτούν.""",να μην αφήσουν τα νήματα του αργαλειού να μπερδευτούν.,Β
82,Το χτένι του αργαλειού είναι ένα σύστημα,"Α. ""από σχισμές, που εμφανίζονται κάθετα και στα δύο άκρα και σχηματίζουν ένα σχήμα σαν χτένα.""

Β. ""από εξογκώματα, που εμφανίζονται κάθετα και στα δύο άκρα και σχηματίζουν ένα σχήμα σαν χτένα.""","από σχισμές, που εμφανίζονται κάθετα και στα δύο άκρα και σχηματίζουν ένα σχήμα σαν χτένα.",Α
83,"Η καστανιά είναι φυλλοβόλο και αιωνόβιο δέντρο,","Α. ""με μεγάλα πριονωτά φύλλα και δυνατό κορμό.""

Β. ""με μεγάλα λοβώδη φύλλα και δυνατό κορμό.""",με μεγάλα πριονωτά φύλλα και δυνατό κορμό.,Α
84,"Με τη βοήθεια της σαΐτας, το νήμα του υφαδιού","Α. ""μπαίνει στο στόμα των στημονιών.""

Β. ""τυλίγεται γύρω από το στόμα των στημονιών.""",μπαίνει στο στόμα των στημονιών.,Α
85,Οι χορευτές στον καλαματιανό χορό,"Α. ""πιάνονται από τα χέρια.""

Β. ""πιάνονται από τους ώμους.""",πιάνονται από τα χέρια.,Α
86,Το κλασικό ρόφημα χαμομηλιού για επίδεση τραύματος και επούλωσης παρασκευάζεται,"Α. ""από καυτό νερό και φύλλα χαμομηλιού.""

Β. ""από καυτό νερό και άνθη χαμομηλιού.""",από καυτό νερό και άνθη χαμομηλιού.,Β
87,Πάνω στο νήμα πλεξίματος αναγράφεται,"Α. ""το σχήμα βελόνας που πρέπει να χρησιμοποιηθεί.""

Β. ""το νούμερο βελόνας που πρέπει να χρησιμοποιηθεί.""",το νούμερο βελόνας που πρέπει να χρησιμοποιηθεί.,Β
88,Πότε πρέπει να συλλέγεται το φρέσκο χαμομήλι;,"Α. ""Μετά από βροχή.""

Β. ""Ποτέ μετά από βροχή.""",Μετά από βροχή.,Α
89,"Για να ρίξουμε πόντους πλέκοντας με το βελονάκι,","Α. ""κάνουμε θηλιά γύρω από μία βελόνα.""

Β. ""τοποθετούμε το νήμα κάτω από τη βελόνα.""",κάνουμε θηλιά γύρω από μία βελόνα.,Α
90,"Στον ανάποδο πόντο στο πλέξιμο,","Α. ""η δεξιά βελόνα περνά μέσα από τους πόντους της αριστερής.""

Β. ""η αριστερή βελόνα περνά μέσα από τους πόντους της δεξιάς.""",η δεξιά βελόνα περνά μέσα από τους πόντους της αριστερής.,Α
91,"Στην κρεατόπιτα, τσιγαρίζουμε πρώτα το κρέας ώστε να μαλακώσει,","Α. ""το κόβουμε σε πολύ μικρά κομματάκια και το ρίχνουμε στο μείγμα.""

Β. ""το πολτοποιούμε στο πολυμηχάνημα και το ρίχνουμε στο μείγμα.""",το κόβουμε σε πολύ μικρά κομματάκια και το ρίχνουμε στο μείγμα.,Α
92,"Για τη χορτόπιτα, πλένουμε πρώτα καλά τα χόρτα και στη συνέχεια","Α. ""τα στίβουμε καλά μέχρι να στραγγίσουν.""

Β. ""τα αφήνουμε στο σουρωτήρι μέχρι να στραγγίσουν.""",τα αφήνουμε στο σουρωτήρι μέχρι να στραγγίσουν.,Β
93,Τα φύλλα που βάζουμε στη χορτόπιτα,"Α. ""τα ζεματίζουμε με λάδι στο τηγάνι.""

Β. ""τα ζεματίζουμε σε νερό που βράζει.""",τα ζεματίζουμε σε νερό που βράζει.,Β
94,"Όταν ψήνουμε αντικριστό,","Α. ""το κρέας απλώνεται παράλληλα με το έδαφος.""

Β. ""το κρέας απλώνεται κάθετα προς το έδαφος.""",το κρέας απλώνεται κάθετα προς το έδαφος.,Β
95,Ποιο τμήμα του μεταξοσκώληκα συλλέγεται στην παραδοσιακή σηροτροφία;,"Α. ""Τα αυγά του.""

Β. ""Η ουρά του.""",Τα αυγά του.,Α
96,"H γκάιντα είναι παραδοσιακό πνευστό μουσικό όργανο, που αποτελείται","Α. ""από ασκό και από ξύλινο μέρος.""

Β. ""από ασκό και από μεταλλικό μέρος.""",από ασκό και από μεταλλικό μέρος.,Β
97,Τα οχήματα με εκσκαφείς χρησιμοποιούνται σε διάφορες χωματουργικές εργασίες πάνω και κάτω από την επιφάνεια στην οποία βρίσκεται το όχημα.,"Α. ""Για εκσκαφή κάτω από την επιφάνεια είναι κατάλληλος ένας εκσκαφέας με ανεστραμμένο κάδο. Αντίθετα για εκσκαφή χαλαρών εδαφών και φόρτωση υλικών πάνω από την επιφάνεια καταλληλότερος είναι ένας εκσκαφέας με μετωπικό κάδο φόρτωσης.""

Β. ""Για εκσκαφή κάτω από την επιφάνεια είναι κατάλληλος ένας εκσκαφέας με μετωπικό κάδο. Αντίθετα για εκσκαφή χαλαρών εδαφών και φόρτωση υλικών πάνω από την επιφάνεια καταλληλότερος είναι ένας εκσκαφέας με ανεστραμμένο κάδο φόρτωσης.""",Για εκσκαφή κάτω από την επιφάνεια είναι κατάλληλος ένας εκσκαφέας με ανεστραμμένο κάδο. Αντίθετα για εκσκαφή χαλαρών εδαφών και φόρτωση υλικών πάνω από την επιφάνεια καταλληλότερος είναι ένας εκσκαφέας με μετωπικό κάδο φόρτωσης.,Α
98,"Στο ξυλουργείο, θέλουμε να μειώσουμε το μήκος ενός ξυλοτεμαχίου με ένα ταινιοπρίονο.","Α. ""Πραγματοποιούμε πρίση οριζόντια προς τις ίνες του ξυλοτεμαχίου.""

Β. ""Πραγματοποιούμε πρίση κάθετα προς τις ίνες του ξυλοτεμαχίου.""",Πραγματοποιούμε πρίση κάθετα προς τις ίνες του ξυλοτεμαχίου.,Β
99,Για τη σχεδίαση ενός κτηρίου και ενός μηχανολογικού εξαρτήματος,"Α. ""είναι πιθανόν να χρησιμοποιήσουμε τις κλίμακες 1:200 και 1:5, αντίστοιχα.""

Β. ""είναι πιθανόν να χρησιμοποιήσουμε τις κλίμακες 1:10 και 1:100, αντίστοιχα.""","είναι πιθανόν να χρησιμοποιήσουμε τις κλίμακες 1:200 και 1:5, αντίστοιχα.",Α
100,"Για την κίνηση των λυμάτων μέσα στα δίκτυα αποχέτευσης, οι οριζόντιοι σωλήνες πρέπει να έχουν μια συνεχή καθοδική κλίση προς τον τελικό προορισμό των λυμάτων.","Α. ""Η κλίση αυτή πρέπει να είναι μεγαλύτερη του 1:20 ή του 5%, δηλαδή στο 1 m μήκος το κατέβασμα να υπερβαίνει τα 5 εκατοστά, ώστε να μην παρατηρείται θόρυβος στους σωλήνες από την οριζόντια κίνηση των λυμάτων.""

Β. ""Η κλίση αυτή πρέπει να είναι μικρότερη του 1:20 ή του 5%, δηλαδή στο 1 m μήκος το κατέβασμα να μην υπερβαίνει τα 5 εκατοστά, ώστε να μην παρατηρείται θόρυβος στους σωλήνες από την οριζόντια κίνηση των λυμάτων.""","Η κλίση αυτή πρέπει να είναι μικρότερη του 1:20 ή του 5%, δηλαδή στο 1 m μήκος το κατέβασμα να μην υπερβαίνει τα 5 εκατοστά, ώστε να μην παρατηρείται θόρυβος στους σωλήνες από την οριζόντια κίνηση των λυμάτων.",Β
101,Η ταχύτητα ροής των λυμάτων μέσα σε ένα δίκτυο αποχέτευσης,"Α. ""πρέπει να υπερβαίνει τα 0,7 m/s προκειμένου να αυτοκαθαρίζονται οι σωλήνες (αποφυγή συγκέντρωσης στερεών αποβλήτων).""

Β. ""πρέπει να μην υπερβαίνει τα 0,7 m/s προκειμένου να αυτοκαθαρίζονται οι σωλήνες (αποφυγή συγκέντρωσης στερεών αποβλήτων).""","πρέπει να υπερβαίνει τα 0,7 m/s προκειμένου να αυτοκαθαρίζονται οι σωλήνες (αποφυγή συγκέντρωσης στερεών αποβλήτων).",Α
102,"Κατά την κατασκευή μιας οικοδομής, τα ανοίγματα που θα δημιουργηθούν στο σκυρόδεμα θα πρέπει να επιτρέπουν τη μελλοντική εύκολη διέλευση των σωληνώσεων.","Α. ""Γι' αυτό το λόγο οι διάμετροι των προβλεπόμενων σωληνώσεων πρέπει να είναι τουλάχιστον 20% μεγαλύτερες από αυτές των πλαστικών σωλήνων οδηγών.""

Β. ""Γι' αυτό το λόγο οι διάμετροι των πλαστικών σωλήνων οδηγών πρέπει να είναι τουλάχιστον 20% μεγαλύτερες από αυτές των προβλεπόμενων σωληνώσεων.""",Γι' αυτό το λόγο οι διάμετροι των πλαστικών σωλήνων οδηγών πρέπει να είναι τουλάχιστον 20% μεγαλύτερες από αυτές των προβλεπόμενων σωληνώσεων.,Β
103,Η μαλακή ελληνική φέτα έχει χρώμα,"Α. ""λευκό ή υποκίτρινο.""

Β. ""λευκό μόνο.""",λευκό μόνο.,Β
104,"Όταν κόβουμε τη φρέσκια ελληνική φέτα,","Α. ""σπάει σε μεγάλα κομμάτια χωρίς να θρυμματίζεται.""

Β. ""δεν σπάει σε μεγάλα κομμάτια και θρυμματίζεται.""",σπάει σε μεγάλα κομμάτια χωρίς να θρυμματίζεται.,Α
105,Η βαρελίσια χύμα φέτα πωλείται,"Α. ""σε μεγάλα τρίγωνα κομμάτια.""

Β. ""σε μεγάλα τετράγωνα κομμάτια.""",σε μεγάλα τρίγωνα κομμάτια.,Α
106,Τι χρώμα αποκτά η φέτα που χαλάει μετά από καιρό;,"Α. ""Κίτρινο.""

Β. ""Μαύρο.""",Κίτρινο.,Α
107,Πώς μπορούμε να συντηρήσουμε τη φέτα για περισσότερες ημέρες;,"Α. ""Βυθίζοντάς τη σε σπορέλαιο.""

Β. ""Βυθίζοντάς τη σε άλμη.""",Βυθίζοντάς τη σε άλμη.,Β
108,Το ψήσιμο του γύρου γίνεται σε κατακόρυφη θέση,"Α. ""για να μη στάζουν τα λίπη παντού.""

Β. ""για να ψήνεται ομοιόμορφα παντού.""",για να ψήνεται ομοιόμορφα παντού.,Β
109,"Σύμφωνα με τους κανόνες για την αποφυγή συγκρούσεων στη θάλασσα, όταν δύο ιστιοφόρα πλησιάζουν μεταξύ τους τόσο, ώστε να υπάρχει κίνδυνος σύγκρουσης, και δέχονται τον άνεμο από διαφορετική πλευρά,","Α. ""εκείνο που δέχεται τον άνεμο από την δεξιά πλευρά οφείλει να απομακρύνεται από την πορεία του άλλου.""

Β. ""εκείνο που δέχεται τον άνεμο από την αριστερή πλευρά οφείλει να απομακρύνεται από την πορεία του άλλου.""",εκείνο που δέχεται τον άνεμο από την αριστερή πλευρά οφείλει να απομακρύνεται από την πορεία του άλλου.,Β
110,"Σύμφωνα με τους κανόνες για την αποφυγή συγκρούσεων στη θάλασσα, όταν υπάρχει κίνδυνος σύγκρουσης μεταξύ δύο πλοίων που αντιπλέουν με σχεδόν αντίθετες πορείες,","Α. ""κάθε πλοίο πρέπει να μεταβάλει πορεία προς τα δεξιά ώστε να διέλθουν ασφαλώς.""

Β. ""κάθε πλοίο πρέπει να μεταβάλει πορεία προς τα αριστερά ώστε να διέλθουν ασφαλώς.""",κάθε πλοίο πρέπει να μεταβάλει πορεία προς τα δεξιά ώστε να διέλθουν ασφαλώς.,Α
111,"Σύμφωνα με τους κανόνες για τα ηχητικά σήματα πλοίων κατά την εκτέλεση χειρισμών, όταν βρίσκονται ""εν όψει αλλήλων"",","Α. ""ένα βραχύ σφύριγμα σηματοδοτεί αλλαγή πορείας προς τα δεξιά.""

Β. ""δύο βραχέα σφυρίγματα σηματοδοτούν αλλαγή πορείας προς τα δεξιά.""",ένα βραχύ σφύριγμα σηματοδοτεί αλλαγή πορείας προς τα δεξιά.,Α
112,Στον μπλε κάδο ανακύκλωσης μπορεί κανείς να ρίξει,"Α. ""χάρτινες συσκευασίες και χαρτοκιβώτια, αλουμινένια ή λευκοσιδηρικά κουτάκια και πλαστικές κατασκευές.""

Β. ""χάρτινες συσκευασίες και χαρτοκιβώτια, αλουμινένια ή λευκοσιδηρικά κουτάκια, χάρτινα περιτυλίγματα και πλαστικές κατασκευές.""","χάρτινες συσκευασίες και χαρτοκιβώτια, αλουμινένια ή λευκοσιδηρικά κουτάκια και πλαστικές κατασκευές.",Α
113,"Για την βελτιστοποίηση της πορείας ενός πλοίου, οι απαιτήσεις δρομολόγησης περιλαμβάνουν","Α. ""τη μετάβαση από ένα σημείο σε ένα άλλο με την αποφυγή περιοχών υψηλού κυματισμού και την όσο το δυνατό μικρότερη κατανάλωση καυσίμου.""

Β. ""τη μετάβαση από ένα σημείο σε ένα άλλο με την διέλευση από περιοχές υψηλού κυματισμού και την όσο το δυνατό μεγαλύτερη κατανάλωση καυσίμου.""",τη μετάβαση από ένα σημείο σε ένα άλλο με την αποφυγή περιοχών υψηλού κυματισμού και την όσο το δυνατό μικρότερη κατανάλωση καυσίμου.,Α
114,"Κατά τη διαδικασία της απορρύπανσης,","Α. ""διαχωρίζονται τα χρήσιμα από τα άχρηστα ανακυκλώσιμα υλικά.""

Β. ""απομακρύνονται οι επικίνδυνες ουσίες από τα ανακυκλώσιμα υλικά.""",απομακρύνονται οι επικίνδυνες ουσίες από τα ανακυκλώσιμα υλικά.,Β
115,"Προκειμένου να επιτυγχάνεται η περιβαλλοντικά αποδεκτή λειτουργία μιας μονάδας ΧΥΤΑ,","Α. ""ελέγχονται και παρακολουθούνται τα υπόγεια και επιφανειακά ύδατα, τα στραγγίσματα, το βιοαέριο, οι καθιζήσεις και η συγκέντρωση μεθανίου.""

Β. ""ελέγχονται και παρακολουθούνται τα υπόγεια και επιφανειακά ύδατα, τα στραγγίσματα, το βιοαέριο, οι καθιζήσεις, η συγκέντρωση μεθανίου και διάφορες μετεωρολογικές παράμετροι.""","ελέγχονται και παρακολουθούνται τα υπόγεια και επιφανειακά ύδατα, τα στραγγίσματα, το βιοαέριο, οι καθιζήσεις, η συγκέντρωση μεθανίου και διάφορες μετεωρολογικές παράμετροι.",Β
116,"Αν βρείτε ένα ορφανό νεοσσό χωρίς φτερά και κοντά σε μια άθικτη φωλιά,","Α. ""τοποθετήστε το μωρό πίσω στη φωλιά και παρατηρήστε από απόσταση. Αν δεν το επισκεφτούν οι γονείς του, επικοινωνήστε με ένα κέντρο περίθαλψης άγριων ζώων.""

Β. ""κατασκευάστε μια νέα φωλιά και παρατηρήστε από απόσταση. Αν το επισκεφτούν οι γονείς του, επικοινωνήστε με ένα κέντρο περίθαλψης άγριων ζώων.""","τοποθετήστε το μωρό πίσω στη φωλιά και παρατηρήστε από απόσταση. Αν δεν το επισκεφτούν οι γονείς του, επικοινωνήστε με ένα κέντρο περίθαλψης άγριων ζώων.",Α
117,"Όταν συναντήσετε ένα ταλαιπωρημένο ή πληγωμένο ζώο, μη χορηγήσετε νερό αν δεν είστε βέβαιοι για το ζώο και τη φυσιολογική συμπεριφορά του.","Α. ""Προτιμήστε να του χορηγήσετε νερό με ένα πιατάκι και όχι από μπουκάλι. Στη δεύτερη περίπτωση υπάρχει κίνδυνος εισρόφησης.""

Β. ""Προτιμήστε να του χορηγήσετε νερό από μπουκάλι και όχι σε πιατάκι. Στη δεύτερη περίπτωση υπάρχει κίνδυνος εισρόφησης.""",Προτιμήστε να του χορηγήσετε νερό με ένα πιατάκι και όχι από μπουκάλι. Στη δεύτερη περίπτωση υπάρχει κίνδυνος εισρόφησης.,Α
118,Προσεγγίστε ένα πληγωμένο ζώο μόνο αν έχετε επαρκείς γνώσεις ακινητοποίησής του και είστε βέβαιοι για τη συμπεριφορά του.,"Α. ""Κατά την περιποίησή του χρησιμοποιήστε τολύπια από βαμβάκι. Αποφύγετε τις βαμβακερές γάζες ή πετσέτες που μπορεί να αφήσουν νήματα στην πληγή.""

Β. ""Κατά την περιποίησή του χρησιμοποιήστε βαμβακερές γάζες ή πετσέτες. Αποφύγετε τα τολύπια από βαμβάκι που μπορεί να αφήσουν νήματα στην πληγή.""",Κατά την περιποίησή του χρησιμοποιήστε βαμβακερές γάζες ή πετσέτες. Αποφύγετε τα τολύπια από βαμβάκι που μπορεί να αφήσουν νήματα στην πληγή.,Β
119,"Για τις κατοικίες που δεν διαθέτουν ανελκυστήρα και δεν διασφαλίζουν προσβασιμότητα σε άτομα με αναπηρία και μειωμένη κινητικότητα,","Α. ""είναι δυνατή η τοποθέτηση διάταξης ράμπας ή αναβατορίου, που θα διασφαλίζει την πρόσβαση των ΑμεΑ κλπ. από το πεζοδρόμιο στους εσωτερικούς/εξωτερικούς κοινόχρηστους χώρους κατά παρέκκλιση κάθε ισχύουσας διάταξης ή κανονισμού.""

Β. ""είναι υποχρεωτική η τοποθέτηση διάταξης ράμπας ή αναβατορίου, που θα διασφαλίζει την πρόσβαση των ΑμεΑ κλπ. από το πεζοδρόμιο στους εσωτερικούς/εξωτερικούς κοινόχρηστους χώρους κατά παρέκκλιση κάθε ισχύουσας διάταξης ή κανονισμού.""","είναι δυνατή η τοποθέτηση διάταξης ράμπας ή αναβατορίου, που θα διασφαλίζει την πρόσβαση των ΑμεΑ κλπ. από το πεζοδρόμιο στους εσωτερικούς/εξωτερικούς κοινόχρηστους χώρους κατά παρέκκλιση κάθε ισχύουσας διάταξης ή κανονισμού.",Α
120,"Όταν ένα νεογνό υγιές οπληφόρο περιμένει τη μητέρα του,","Α. ""είναι φυσιολογικό να την περιμένει κουλουριασμένο στο έδαφος.""

Β. ""είναι αφύσικο να την περιμένει κουλουριασμένο στο έδαφος.""",είναι φυσιολογικό να την περιμένει κουλουριασμένο στο έδαφος.,Α
121,"Αν καταλάβω ότι η μηχανή του αυτοκινήτου μου δυσκολεύεται και το αυτοκίνητό μου κινδυνεύει να σταματήσει,","Α. ""ανεβάζω ταχύτητα.""

Β. ""κατεβάζω ταχύτητα.""",κατεβάζω ταχύτητα.,Β
122,"Αν έχουμε την κατάλληλη εκπαίδευση και εξουσιοδότηση για τη σύλληψη και συγκράτηση ζώων,","Α. ""μετά τη συγκράτησή του προσπαθούμε να καλύψουμε τους οφθαλμούς ενός ζώου ώστε να επιτύχουμε περιορισμό των ερεθισμάτων και μείωση του στρες.""

Β. ""μετά τη συγκράτησή του προσπαθούμε να καλύψουμε τα ρουθούνια ενός ζώου ώστε να επιτύχουμε περιορισμό των ερεθισμάτων και μείωση του στρες.""",μετά τη συγκράτησή του προσπαθούμε να καλύψουμε τους οφθαλμούς ενός ζώου ώστε να επιτύχουμε περιορισμό των ερεθισμάτων και μείωση του στρες.,Α
123,Ποια είναι η σωστή θέση των χεριών πάνω στο τιμόνι σε αντιστοιχία με την ώρα που δείχνει ένα ρολόι;,"Α. ""Εννέα και τέταρτο.""

Β. ""Έντεκα και πέντε.""",Εννέα και τέταρτο.,Α
124,Σε τι σχηματισμό πετούν τα πουλιά για να μειώνουν την αντίσταση του αέρα;,"Α. ""Σε σχηματισμό V.""

Β. ""Σε σχηματισμό W.""",Σε σχηματισμό V.,Α
125,Η χρήση του φλας είναι υποχρεωτική,"Α. ""όταν σκοπεύω να στρίψω δεξιά ή αριστερά.""

Β. ""όταν σκοπεύω να στρίψω ή να κάνω ελιγμό.""",όταν σκοπεύω να στρίψω ή να κάνω ελιγμό.,Β
126,Ποια είδη της τοπικής πανίδας μπορεί να βλάψει η τοποθέτηση ανεμογεννητριών;,"Α. ""Τα πτηνά.""

Β. ""Τα ψάρια.""",Τα πτηνά.,Α
127,"Πού βρίσκεται το αριστερό μου πόδι σε ένα μη αυτόματο αυτοκίνητο, όταν δεν πρόκειται να βάλω ή να αλλάξω ταχύτητα;","Α. ""Ακίνητο πάνω στο πεντάλ.""

Β. ""Ακίνητο δίπλα στο πεντάλ.""",Ακίνητο δίπλα στο πεντάλ.,Β
128,Στο κέντρο μιας πόλης είναι πιθανό να δεις,"Α. ""αλκυόνες.""

Β. ""κοτσύφια.""",κοτσύφια.,Β
129,Ο ήχος της κόρνας ενός αυτοκινήτου πρέπει να είναι,"Α. ""συνεχής με τον ίδιο τόνο.""

Β. ""εναλλασσόμενος με διαφορετικούς τόνους.""",συνεχής με τον ίδιο τόνο.,Α
130,"Τα επικίνδυνα οικιακά απόβλητα, όπως δοχεία από λακ ή αποσμητικά, χρώματα, κόλλες και βερνίκια","Α. ""συλλέγονται μαζί με τα γενικά οικιακά απόβλητα.""

Β. ""συλλέγονται χωριστά από τα γενικά οικιακά απόβλητα.""",συλλέγονται χωριστά από τα γενικά οικιακά απόβλητα.,Β
131,Τα φώτα διασταύρωσης ενός αυτοκινήτου,"Α. ""έχουν εμβέλεια τουλάχιστον 40 μ.""

Β. ""έχουν εμβέλεια τουλάχιστον 100 μ.""",έχουν εμβέλεια τουλάχιστον 40 μ.,Α
132,Απαραίτητη προϋπόθεση για να θεωρηθεί ένα δημόσιο κτίριο ή δημόσιος χώρος προσβάσιμος,"Α. ""είναι η ύπαρξη τουαλέτας για την εξυπηρέτηση ειδικών κατηγοριών χρηστών με αντίστοιχη σήμανση.""

Β. ""είναι η ύπαρξη τουαλέτας για την εξυπηρέτηση κάθε κατηγορίας χρηστών με αντίστοιχη σήμανση.""",είναι η ύπαρξη τουαλέτας για την εξυπηρέτηση κάθε κατηγορίας χρηστών με αντίστοιχη σήμανση.,Β
