id,question,answers,best_answer,best_answer_index
1587,Ποια είναι η σωστή μορφή στον πληθυντικό (αιτιατική) της φράσης «τη διάμετρο»;,"Α. ""τις διαμέτρους""

Β. ""τις διαμέτρες""

Γ. ""τις διαμέτρων""",τις διαμέτρους,Α
1588,Ποια είναι η αντώνυμη λέξη του ρήματος «αντέχω»;,"Α. ""υπομένω""

Β. ""λυγίζω""

Γ. ""αντέχω""

Δ. ""αποδέχομαι""",λυγίζω,Β
1589,Ποια λέξη συμπληρώνει: «την ηλ__φωτισμένη!»;,"Α. ""ηλεοφωτισμένη""

Β. ""ηλιωφωτισμένη""

Γ. ""ηλιοφωτισμένη""

Δ. ""ηλικοφωτισμένη""",ηλιοφωτισμένη,Γ
1590,Η παθητική μετοχή (αρσενικό) του ρήματος «τεντώνω» είναι:,"Α. ""τεντωμένος""

Β. ""τεντώνω""

Γ. ""τεντώθηκε""

Δ. ""θα τεντώνεις""",τεντωμένος,Α
1591,"Συμπλήρωσε τον τοπικό προσδιορισμό: ""Η μητέρα άφησε το αυτοκίνητο...""","Α. ""χθες""

Β. ""στο συνεργείο""

Γ. ""με αγάπη""

Δ. ""για πάντα""",στο συνεργείο,Β
1592,Έχω έρθει να σε δω __________ φορές.,"Α. ""πολλές""

Β. ""πολύ""

Γ. ""πολλοί""

Δ. ""πολλή""",πολλές,Α
1593,"Ποια λέξη δείχνει χρόνο στην πρόταση ""Σήμερα, ο Μάριος νιώθει πολύ κουρασμένος"";","Α. ""νιώθει""

Β. ""πολύ""

Γ. ""Σήμερα""

Δ. ""κουρασμένος""",Σήμερα,Γ
1594,"Στην πρόταση «Το πρωί θα ξυπνήσουμε νωρίς», ποιος προσδιορισμός δηλώνει το μέρος της ημέρας (χρόνο);","Α. ""Το πρωί""

Β. ""θα ξυπνήσουμε""

Γ. ""νωρίς""

Δ. ""θα""",Το πρωί,Α
1595,Ποια είναι η σωστή ορθογραφία της προστακτικής β΄ ενικού του ρήματος «δανείζω»; Συμπλήρωσε: δάν__σε;,"Α. ""δάνεισε""

Β. ""δάνισε""

Γ. ""δώσε""

Δ. ""δανείσε""",δάνεισε,Α
1596,"Στον ζωολογικό κήπο είδαμε μερικά ___________ φίδια. Ποια είναι η σωστή μορφή του ""δηλητηριώδης"";","Α. ""δηλητηριώδη""

Β. ""δηλητηριώδης""

Γ. ""δηλητηριώδες""

Δ. ""δηλητηριωδών""",δηλητηριώδη,Α
1597,"Ποια λέξη δεν ταιριάζει στην ομάδα: λακωνικός, λιτός, περιληπτικός, φλύαρος;","Α. ""λακωνικός""

Β. ""λιτός""

Γ. ""φλύαρος""

Δ. ""περιληπτικός""",φλύαρος,Γ
1598,Τι είδους είναι η πρόταση «να γράψουμε διαγώνισμα αύριο» στην πρόταση «Ενδέχεται να γράψουμε διαγώνισμα αύριο»;,"Α. ""Τελική""

Β. ""Ειδική""

Γ. ""Υποθετική""

Δ. ""Χρονική""",Ειδική,Β
1599,"Ποια λέξη δεν ταιριάζει με τις άλλες; (καλοκαίρι, κερί, παλιοκαιρός, κακοκαιρία);","Α. ""καλοκαίρι""

Β. ""παλιοκαιρός""

Γ. ""κερί""

Δ. ""κακοκαιρία""",κερί,Γ
1600,Στην πρόταση «ευχαρίστησαν τον θαρραλέο κυνηγό» ποια λέξη είναι επιθετικός προσδιορισμός;,"Α. ""κυνηγό""

Β. ""τον""

Γ. ""θαρραλέο""

Δ. ""ευχαρίστησαν""",θαρραλέο,Γ
1601,Συμπλήρωσε τη λέξη (χώρος της πόλης): πλατ___,"Α. ""εία""

Β. ""ία""

Γ. ""ιά""

Δ. ""εια""",εία,Α
1602,"Σε μία άσκηση με θέμα «ελλειπτικές προτάσεις», τι είναι πιο πιθανό να σου ζητηθεί να γράψεις;","Α. ""τρεις ελλειπτικές προτάσεις""

Β. ""τρεις ολοκληρωμένες προτάσεις""

Γ. ""τρία ρήματα""

Δ. ""τρεις λέξεις μόνο""",τρεις ελλειπτικές προτάσεις,Α
1603,"Στην έκφραση ""η καρδιά του"" ποιος τύπος αντωνυμίας είναι το ""του"";","Α. ""Αναφορική""

Β. ""Κτητική""

Γ. ""Προσωπική""

Δ. ""Αόριστη""",Κτητική,Β
1604,Ποιος είναι ο σωστός συλλαβισμός της λέξης «εκκλησία»;,"Α. ""εκκ-λη-σί-α""

Β. ""εκ-κλ-η-σιά""

Γ. ""εκ-κλη-σί-α""",εκ-κλη-σί-α,Γ
1605,Η φράση «της διεθνούς» (γενική ενικού) στη γενική πληθυντικού γίνεται:,"Α. ""της διεθνούς""

Β. ""οι διεθνείς""

Γ. ""των διεθνών""

Δ. ""διεθνών""",των διεθνών,Γ
1606,Ποιο είναι το σωστό για να συμπληρώσεις: του φλέγ__,"Α. ""της φλέγουσας""

Β. ""των φλεγόντων""

Γ. ""του φλέγοντος""

Δ. ""τα φλέγοντα""",του φλέγοντος,Γ
1607,Ποια ελληνική λέξη ταιριάζει στη λέξη «σόου»;,"Α. ""συντήρηση""

Β. ""κόλπο""

Γ. ""θέαμα""

Δ. ""ανελκυστήρας""",θέαμα,Γ
1608,"Στη φράση «Η είδηση για το ατύχημα έκανε τον γύρο του κόσμου», το τμήμα «έκανε τον γύρο του κόσμου» είναι:","Α. ""σύμφραση""

Β. ""έκφραση""

Γ. ""ουσιαστικό""

Δ. ""επίθετο""",έκφραση,Β
1609,Σήμερα θα ανακοινωθούν τα αποτελέσματα σχετικά με τους ___________ μαθητές. (επιτυχών),"Α. ""επιτυχών""

Β. ""επιτυχόντα""

Γ. ""επιτυχημένοι""

Δ. ""επιτυχόντες""",επιτυχόντες,Δ
1610,"Στην πρόταση «Αύριο το πρωί, ποτίστε τα λουλούδια», ποια έγκλιση έχει το 'ποτίστε';","Α. ""Προστακτική""

Β. ""Υποτακτική""

Γ. ""Οριστική""

Δ. ""Ευκτική""",Προστακτική,Α
1611,Ποιος τύπος συμπληρώνει σωστά τη φράση: «...που μαζί του να μπορώ _____ (μιλώ) πραγματικά»;,"Α. ""να μιλούσα""

Β. ""μιλάω""

Γ. ""μιλούσα""

Δ. ""να μιλώ""",να μιλώ,Δ
1612,Το αντίθετο του «θαυμάσιος» είναι:,"Α. ""υπέροχος""

Β. ""απαίσιος""

Γ. ""θαυμάσιος""

Δ. ""θαυμασμός""",απαίσιος,Β
1613,Ποιο είναι το αντώνυμο της λέξης «επιτρέπω»;,"Α. ""εγκρίνω""

Β. ""συναινώ""

Γ. ""απαγορεύω""

Δ. ""παροτρύνω""",απαγορεύω,Γ
1614,Συμπληρώστε τη σωστή μορφή: Οι άνθρωποι ήταν ___ απελπισμένοι.,"Α. ""πολύ""

Β. ""πολλή""

Γ. ""πολλοί""

Δ. ""πολλές""",πολύ,Α
1615,Ποιος είναι ο σωστός συλλαβισμός της λέξης «μαγνήτης»;,"Α. ""μαγ-νή-της""

Β. ""μα-γνί-της""

Γ. ""μαγνή-της""

Δ. ""μα-γνή-της""",μα-γνή-της,Δ
1616,Τι είδους εξαρτημένη πρόταση είναι η πρόταση: «Θα ήθελα πολύ να πάμε διακοπές»;,"Α. ""Επιρρηματική χρονική""

Β. ""Ονοματική βουλητική""

Γ. ""Ονοματική πλάγια ερωτηματική""

Δ. ""Επιρρηματική αποτελεσματική""",Ονοματική βουλητική,Β
1617,"Στην πρόταση «Η Μαρία _______ εκδρομή στο μουσείο», ποια είναι η σωστή μορφή του ρήματος «προτείνω» για το παρελθόν;","Α. ""προτείνει""

Β. ""πρότεινε""

Γ. ""προτείνω""

Δ. ""προτείνετε""",πρότεινε,Β
1618,Ποια είναι η συντομογραφία για «τετραγωνικά μέτρα»;,"Α. ""τ.μ.""

Β. ""τ. μ.""

Γ. ""τμ.""

Δ. ""τ. μέδ.""",τ.μ.,Α
1619,Ποιος είναι ο σωστός συλλαβισμός της λέξης «αηδόνι»;,"Α. ""αη-δό-νι""

Β. ""α-η-δόν-ι""

Γ. ""α-η-δό-νι""",α-η-δό-νι,Γ
1620,"Ποια λέξη συμπληρώνει το κενό σωστά: ""δαν__κός"";","Α. ""δανειστικός""

Β. ""ενοικιαστός""

Γ. ""δανεισμένος""

Δ. ""δανεικός""",δανεικός,Δ
1621,"Στην πρόταση ""Ο Γιώργος το έσπασε το βάζο"", ποια αντωνυμία υπάρχει και τι είδους είναι;","Α. ""το, δεικτική""

Β. ""το, προσωπική (αδύνατος τύπος)""

Γ. ""τον, κτητική""

Δ. ""του, αναφορική""","το, προσωπική (αδύνατος τύπος)",Β
1622,"Ποια είναι η σωστή γραφή για τη λέξη που σημαίνει 'τέλος, τελικά';","Α. ""επιτέλους""

Β. ""επί τέλους""

Γ. ""επιτάλως""",επιτέλους,Α
1623,"Ποιος τύπος συμπληρώνει σωστά την πρόταση, ώστε να δηλώνεται ενέργεια σε εξέλιξη στο παρελθόν: «Ένα πολύ παράξενο μικροσκοπικό ανθρωπάκι που με παρατηρούσε προσεκτικά για πολλή ώρα.»","Α. ""παρατηρώ""

Β. ""παρατηρούσε""

Γ. ""παρατήρησε""

Δ. ""παρατηρούν""",παρατήρησε,Γ
1624,Τα θέματα που συζητάτε είναι πολύ ___________. (ενδιαφέρον),"Α. ""ενδιαφέροντα""

Β. ""ενδιαφέρον""

Γ. ""ενδιαφέρουσα""

Δ. ""ενδιαφέροντες""",ενδιαφέρον,Β
1625,Ποιος είναι ο παρακείμενος (1η ενικό) του ρηματικού τύπου «επιδεικνύομαι» (παθητική μορφή);,"Α. ""έχει επιδειχθεί""

Β. ""έχω επιδειχθεί""

Γ. ""είχα επιδειχθεί""

Δ. ""θα έχω επιδειχθεί""",έχω επιδειχθεί,Β
1626,Η παθητική μετοχή (αρσενικό) του ρήματος «θλίβω» είναι:,"Α. ""θλίβω""

Β. ""θύμισε""

Γ. ""θλιμμένος""

Δ. ""θα θλίβει""",θλιμμένος,Γ
1627,Ποια είναι η σωστή προστακτική β΄ ενικού του ρήματος 'κοιμάμαι';,"Α. ""κοιμάται""

Β. ""κοιμηθείς""

Γ. ""κοιμήσου""

Δ. ""κοιμηθεί""",κοιμήσου,Γ
1628,Ο παρατατικός (α΄ ενικό) του ρήματος «εμπλέκω» είναι:,"Α. ""εμπλέκω""

Β. ""ενέπλεκαν""

Γ. ""ενέπλεκα""

Δ. ""εμπλέκουν""",ενέπλεκα,Γ
1629,"Τι άρθρο βάζουμε: ""... δύο όμορφες κοπέλες, ____ Άννα"";","Α. ""μία""

Β. ""ο""

Γ. ""το""

Δ. ""η""",η,Δ
1630,Ποια είναι η γενική πληθυντικού στην καθομιλουμένη της λέξης «απόδειξη»;,"Α. ""των αποδείξεων""

Β. ""της αποδείξεων""

Γ. ""των αποδείξεωνας""",των αποδείξεων,Α
1631,Ποια πρόταση αντικαθιστά σωστά τη φράση «Η μητέρα φοράει μια μπλούζα από μαλλί» με επίθετο;,"Α. ""Η μητέρα φοράει μια μάλλινη μπλούζα.""

Β. ""Η μητέρα φοράει μια μάλλινος μπλούζα.""

Γ. ""Η μητέρα φοράει μια μάλλινο μπλούζα.""

Δ. ""Η μητέρα φοράει μια μάλλινες μπλούζα.""",Η μητέρα φοράει μια μάλλινη μπλούζα.,Α
1632,Ποιος είναι ο αόριστος του ρήματος «θυμώνεις»;,"Α. ""θυμώνεις""

Β. ""θυμώνατε""

Γ. ""θα θυμώσεις""

Δ. ""θύμωσες""",θύμωσες,Δ
1633,"Στην πρόταση «Ξενύχτησα διαβάζοντας, ώστε να γράψω καλά στο διαγώνισμα», τι είδους είναι η εξαρτημένη πρόταση «ώστε να γράψω καλά στο διαγώνισμα»;","Α. ""Αιτιολογική""

Β. ""Αποτελεσματική (συμπερασματική)""

Γ. ""Χρονική""

Δ. ""Τελική""",Τελική,Δ
1634,Συμπληρώστε: Μου αρέσουν ___ τα λουλούδια.,"Α. ""πολύ""

Β. ""πολλά""

Γ. ""πολλή""

Δ. ""πολύς""",πολλά,Β
1635,Ποια πρόταση περιέχει χρονικό προσδιορισμό;,"Α. ""Ενώ κοιμόμουν, χτύπησε το κουδούνι.""

Β. ""Το παιδί έφαγε το μήλο.""

Γ. ""Το βιβλίο είναι στο τραπέζι.""

Δ. ""Η γάτα κοιμήθηκε.""","Ενώ κοιμόμουν, χτύπησε το κουδούνι.",Α
1636,Ποια συντομογραφία σημαίνει «χιλιάδες»;,"Α. ""χλ.""

Β. ""χι.""

Γ. ""χιλ.""",χιλ.,Γ
1637,Ποια είναι η σωστή γραφή της λέξης «Μάιος»;,"Α. ""Μάϊος""

Β. ""Μάιος""

Γ. ""ΜΑΪΟΣ""",Μάιος,Β
1638,"Στην πρόταση ""Φέρε μου λίγο νερό."" ποιο είναι το έμμεσο αντικείμενο;","Α. ""μου""

Β. ""Φέρε""

Γ. ""λίγο νερό""

Δ. ""νερό""",μου,Α
1639,Συμπλήρωσε: κοινων__,"Α. ""ία""

Β. ""εία""

Γ. ""εια""",ία,Α
1640,Στην πρόταση «Η Αργυρώ έχει τέσσερα αδέρφια.» τι είδους αριθμητικό είναι η λέξη «τέσσερα»;,"Α. ""τακτικό""

Β. ""περιληπτικό""

Γ. ""απόλυτο""

Δ. ""αναλογικό""",απόλυτο,Γ
1641,Ποιος είναι ο σωστός συλλαβισμός της λέξης «περίπτωση»;,"Α. ""περί-πτω-ση""

Β. ""πε-ρί-πτωσ-η""

Γ. ""πε-ρί-πτω-ση""

Δ. ""πε-ρίπ-τω-ση""",πε-ρί-πτω-ση,Γ
1642,"Στην πρόταση «Είναι εύκολο να κερδίσουμε σε αυτό το παιχνίδι», ποιο είναι το υποκείμενο του ρήματος «να κερδίσουμε»;","Α. ""εμείς""

Β. ""εσύ""

Γ. ""αυτός""

Δ. ""το παιχνίδι""",εμείς,Α
1643,Ποιος είναι ο σωστός συλλαβισμός της λέξης «γειτόνισσα»;,"Α. ""γει-τό-νισ-σα""

Β. ""γειτό-νισ-σα""

Γ. ""γει-τό-νι-σσα""

Δ. ""γει-τών-ισ-σα""",γει-τό-νισ-σα,Α
1644,Ποια επιλογή συμπληρώνει σωστά τον τοπικό προσδιορισμό στην πρόταση: «Το αεροπλάνο ταξιδεύει ____»;,"Α. ""για την Κρήτη""

Β. ""χθες""

Γ. ""όμορφα""

Δ. ""πολύ""",για την Κρήτη,Α
1645,"Η πρόταση «ώστε πονούσε το στομάχι του» στην πρόταση «Έφαγε τόσες πολλές καραμέλες, ώστε πονούσε το στομάχι του» τι είδους είναι;","Α. ""Τελική (σκοπός)""

Β. ""Αιτιολογική (λόγος)""

Γ. ""Αποτελεσματική (αποτέλεσμα)""

Δ. ""Βουλητική (θέληση)""",Αποτελεσματική (αποτέλεσμα),Γ
1646,Ποια επιλογή συμπληρώνει σωστά τη λέξη: «δι__μερο»;,"Α. ""τριήμερο""

Β. ""διήμερο""

Γ. ""διήμερη""

Δ. ""διημέρευσης""",διήμερο,Β
1647,Ποιο είναι το υποκείμενο του ρήματος «μιλάτε» στην πρόταση «Δεν πρέπει να μιλάτε την ώρα του μαθήματος»;,"Α. ""να μιλάτε""

Β. ""εσείς (εννοείται)""

Γ. ""μαθήματος""

Δ. ""Δεν""",εσείς (εννοείται),Β
1648,Ολοκληρώστε την πρόταση: «Μπορείτε να κάνετε έναν αγώνα _____» με σωστή τελική πρόταση.,"Α. ""για να χαλαρώσετε όλοι.""

Β. ""για να φάμε μετά.""

Γ. ""για να δείτε ποιος είναι καλύτερος.""

Δ. ""για να μην τρέξετε.""",για να δείτε ποιος είναι καλύτερος.,Γ
1649,"Με βάση τη δομή της, η πρόταση «Το διάβασμα του βιβλίου από τους μαθητές.» είναι:","Α. ""ονοματική""

Β. ""ρηματική""

Γ. ""επιφωνηματική""

Δ. ""ερωτηματική""",ονοματική,Α
1650,"Η Οριστική, Ενεστώτας, 3ο πληθυντικού του ρήματος «ντρέπομαι» είναι:","Α. ""ντρέπονται""

Β. ""ντρέπεστε""

Γ. ""ντρεπόμαστε""

Δ. ""ντρέπομαι""",ντρέπονται,Α
1651,Ποια είναι η σωστή ορθογραφία της λέξης που γράφτηκε λανθασμένα ως «συγκραφή»;,"Α. ""συγγραφή""

Β. ""συγκραφή""

Γ. ""συνγραφή""

Δ. ""συγγραφέας""",συγγραφή,Α
1652,"Ποιο είναι το συνώνυμο της λέξης ""συμπαραστάτης"";","Α. ""εχθρός""

Β. ""σύμμαχος""

Γ. ""ξένος""

Δ. ""διαδηλωτής""",σύμμαχος,Β
1653,Ποια φράση είναι σωστή για πολλές μαθήτριες που είναι επιμελείς;,"Α. ""οι επιμελείς μαθήτριες""

Β. ""οι επιμελή μαθήτριες""

Γ. ""τα επιμελή μαθήτρια""

Δ. ""η επιμελείς μαθήτρια""",οι επιμελείς μαθήτριες,Α
1654,Ποιο είναι το αντίθετο της λέξης «τεράστιος»;,"Α. ""μικρός""

Β. ""μεγάλος""

Γ. ""γιγάντιος""

Δ. ""απέραντος""",μικρός,Α
1655,Το αντίθετο του «κατάκοπος» είναι:,"Α. ""κουρασμένος""

Β. ""ταλαιπωρημένος""

Γ. ""υπνηλός""

Δ. ""ξεκούραστος""",ξεκούραστος,Δ
1656,Συμπλήρωσε στην προστακτική: 'κοιμ__' (εσύ).,"Α. ""κοιμάσαι""

Β. ""κοιμήσου""

Γ. ""κοιμηθείτε""

Δ. ""κοιμάσου""",κοιμήσου,Β
1657,Τι είδους είναι η πρόταση «να μπει ο ήλιος» στην πρόταση «Άνοιξε το παράθυρο να μπει ο ήλιος»;,"Α. ""Αποτελεσματική (αποτέλεσμα)""

Β. ""Βουλητική (θέληση)""

Γ. ""Αιτιολογική (λόγος)""

Δ. ""Τελική (σκοπός)""",Τελική (σκοπός),Δ
1658,Το τρένο πλησιάζει. Πού πλησιάζει συνήθως;,"Α. ""στο σπίτι""

Β. ""στη γέφυρα""

Γ. ""στο βουνό""

Δ. ""στο σταθμό""",στο σταθμό,Δ
1659,"Ποια είναι η σωστή ορθογραφία του ρήματος (ενεστώτας, α΄ ενικό) που σημαίνει «κρατώ/πιάνω κάποιον ως ύποπτο»;","Α. ""συλλαμβαίνω""

Β. ""συλλαμβάνω""

Γ. ""συλαμβάνω""

Δ. ""συλλαμβανώ""",συλαμβάνω,Γ
1660,Ποια είναι η σωστή γραφή (με τελείες ανάμεσα στα αρχικά) της συντομογραφίας για το «Εθνικό Σύστημα Υγείας»;,"Α. ""Υ.""

Β. ""ΕΣΥ""

Γ. ""ΣΥ""

Δ. ""Υ..""",Υ.,Α
1661,Ποιο είναι το αντίθετο της λέξης «πομπός» στην επικοινωνία;,"Α. ""δέκτης""

Β. ""πομπός""

Γ. ""στέλεχος""

Δ. ""αναγνώστης""",δέκτης,Α
1662,"Τι είδους δευτερεύουσα επιρρηματική πρόταση είναι το «Μιας και ήρθες στο σπίτι» στην περίοδο: «Μιας και ήρθες στο σπίτι, μείνε να μου κάνεις παρέα»;","Α. ""Αιτιολογική""

Β. ""Χρονική""

Γ. ""Τελική""

Δ. ""Υποθετική""",Αιτιολογική,Α
1663,Τι δηλώνει η γενική «του» στην πρόταση «Μου χάρισε το παιχνίδι του»;,"Α. ""Γενική Κτητική""

Β. ""Γενική της αιτίας""

Γ. ""Γενική του περιεχομένου""

Δ. ""Γενική του χρόνου""",Γενική Κτητική,Α
1664,Ποια πρόταση είναι η σωστή ενεργητική μετατροπή της πρότασης: «Δεν του δόθηκε η ευκαιρία από τους αντιπάλους»;,"Α. ""Δεν του δόθηκε η ευκαιρία από τους αντιπάλους.""

Β. ""Οι αντίπαλοι δεν του έδωσαν την ευκαιρία.""

Γ. ""Δεν του δόθηκε η ευκαιρία λόγω λαθών.""

Δ. ""Η ευκαιρία δεν δόθηκε από τους αντιπάλους σε αυτόν.""",Οι αντίπαλοι δεν του έδωσαν την ευκαιρία.,Β
1665,Στην πρόταση «Ο Γιώργος κάθεται στο πρώτο θρανίο.» τι είδους αριθμητικό είναι η λέξη «πρώτο»;,"Α. ""απόλυτο""

Β. ""περιληπτικό""

Γ. ""τακτικό""

Δ. ""πολλαπλασιαστικό""",τακτικό,Γ
1666,Συμπλήρωσε την προστακτική β΄ ενικού του ρήματος «κρατιέμαι»: «κρατ__σου». Ποια επιλογή είναι σωστή;,"Α. ""κράτα""

Β. ""κράτησε""

Γ. ""κρατήσου""

Δ. ""κρατήστε""",κρατήσου,Γ
1667,Συμπληρώστε τη σωστή μορφή: Μου αρέσει ___ το καλοκαίρι.,"Α. ""πολύ""

Β. ""πολλή""

Γ. ""πολλοί""

Δ. ""πολλές""",πολύ,Α
1668,"Ποια μορφή συμπληρώνει: ""και μ' όλες τις καλοκαιρ__ς"";","Α. ""καλοκαίρια""

Β. ""καλοκαιρινές""

Γ. ""καλοκαιριού""

Δ. ""καλοκαιριές""",καλοκαιριές,Δ
1669,Τι είδους αντωνυμία είναι η λέξη «μας» στην πρόταση «να μας λείψουν»;,"Α. ""κτητική αντωνυμία""

Β. ""προσωπική αντωνυμία""

Γ. ""δεικτική αντωνυμία""

Δ. ""ερωτηματική αντωνυμία""",προσωπική αντωνυμία,Β
1670,"Ποια μορφή συμπληρώνει: ""Οι οικολόγοι προστατεύουν αυτήν τη _____ περιοχή"" (δασώδης);","Α. ""δασώδη""

Β. ""δασώδες""

Γ. ""δασώδεις""",δασώδη,Α
1671,Ποια είναι η ονομαστική πληθυντικού του: «η φαρδιά μπλούζα»;,"Α. ""οι φαρδιά μπλούζες""

Β. ""οι φαρδιές μπλούζες""

Γ. ""τα φαρδιά μπλούζες""

Δ. ""οι φαρδύ μπλούζες""",οι φαρδιές μπλούζες,Β
1672,"Ποια είναι η σωστή πλάγια απόδοση (από την οπτική τρίτου προσώπου) της φράσης: «Το ψωμί που σου ζύμωσαν δεν ήταν τόσο γλυκό όσο έπρεπε!», είπε ο γέροντας;","Α. ""Ο γέροντας είπε πως το ψωμί που σου ζύμωσαν δεν ήταν τόσο γλυκό όσο έπρεπε.""

Β. ""Ο γέροντας είπε πως το ψωμί που του ζύμωσαν δεν ήταν τόσο γλυκό όσο έπρεπε.""

Γ. ""Ο γέροντας είπε ότι το ψωμί δεν ήταν τόσο γλυκό όσο έπρεπε.""

Δ. ""Ο γέροντας είπε πως το ψωμί που του ζύμωσαν δεν ήταν γλυκό.""",Ο γέροντας είπε πως το ψωμί που του ζύμωσαν δεν ήταν τόσο γλυκό όσο έπρεπε.,Β
1673,Ποια φράση χρησιμοποιεί μεταφορά που συνδέει τους γλάρους με το χιόνι;,"Α. ""μ' έρωτα πετώντας δίχως έννοια""

Β. ""Χιονοπλασμένοι γλάροι""

Γ. ""ακούραστοι πετούνε""

Δ. ""βουτούνε στο πέλαγος""",Χιονοπλασμένοι γλάροι,Β
1674,"Ποιος είναι ο σωστός συλλαβισμός της λέξης ""κοσμηματοπωλείο"";","Α. ""κοσ - μή - μα - το - πω - λείο""

Β. ""κο - σμήμα - το - πω - λεί - ο""

Γ. ""κοσμη - μα - το - πω - λεί - ο""

Δ. ""κο - σμη - μα - το - πω - λεί - ο""",κο - σμη - μα - το - πω - λεί - ο,Δ
1675,Ποια από τις παρακάτω λέξεις είναι παράγωγο της λέξης «γένος»;,"Α. ""φωτογραφία""

Β. ""γενετική""

Γ. ""πολιτισμός""

Δ. ""υδρόγειος""",γενετική,Β
1676,"Ποιο είναι το ρήμα στην πρόταση ""Η Άννα έδωσε στη Γιάννα το τετράδιο"";","Α. ""Η Άννα""

Β. ""το τετράδιο""

Γ. ""στη Γιάννα""

Δ. ""έδωσε""",έδωσε,Δ
1677,Ποιος είναι ο παρακείμενος του ρήματος «εισάγω»;,"Α. ""έχω εισαγάγει""

Β. ""είχα εισαγάγει""

Γ. ""θα έχω εισαγάγει""

Δ. ""εισάγω""",έχω εισαγάγει,Α
1678,"Ποια από τις παρακάτω προτάσεις με το ρήμα ""χορεύω"" είναι σε Οριστική έγκλιση;","Α. ""Μου αρέσει πολύ να χορεύω.""

Β. ""Χόρεψε όσο πιο καλά μπορείς.""

Γ. ""Ας χορέψουμε αύριο.""

Δ. ""Στο χθεσινό πάρτι, χορέψαμε πολύ.""","Στο χθεσινό πάρτι, χορέψαμε πολύ.",Δ
1679,"Στην πρόταση «Πρέπει να αναφερθεί ότι στον πίνακα του CCPI οι τρεις πρώτες θέσεις παραμένουν κενές», τι είδους δευτερεύουσα πρόταση είναι η «ότι... παραμένουν κενές»;","Α. ""Τελική (σκοπός)""

Β. ""Ειδική (δηλωτική περιεχομένου)""

Γ. ""Αναφορική (που/η οποία)""

Δ. ""Αποτελεσματική (αποτέλεσμα)""",Ειδική (δηλωτική περιεχομένου),Β
1680,"Ποιο επίθετο ταιριάζει στο κενό: ""Η θάλασσα σήμερα είναι πολύ ___"";","Α. ""δροσερή""

Β. ""δροσερός""

Γ. ""δροσερό""

Δ. ""δροσερές""",δροσερή,Α
1681,Αυτή η τούρτα έχει ___ ζάχαρη.,"Α. ""πολλή""

Β. ""πολύ""

Γ. ""πολλοί""

Δ. ""πολύς""",πολλή,Α
1682,Συμπλήρωσε: γοητ___,"Α. ""εία""

Β. ""ία""

Γ. ""ιά""

Δ. ""εια""",εία,Α
1683,Ποιο είναι το αντίθετο του «πυκνός»;,"Α. ""πυκνός""

Β. ""σφιχτός""

Γ. ""αραιός""

Δ. ""συμπαγής""",αραιός,Γ
1684,Ποια πρόταση από το ποίημα δείχνει προσωποποίηση (δίνει ανθρώπινα ή ζωντανά χαρακτηριστικά στη θάλασσα);,"Α. ""ψαράκια χρυσοφτέρωτα""

Β. ""η θάλασσα δροσίζεται""

Γ. ""στο πλάι ένα τρελό δελφίνι""

Δ. ""τα πανιά στηρίζουν τα ξάρτια""",η θάλασσα δροσίζεται,Β
1685,Το σχολείο μας συμμετείχε στον καθαρισμό της ___________ περιοχής. Ποια μορφή είναι σωστή;,"Α. ""θαμνώδη""

Β. ""θαμνώδεις""

Γ. ""θαμνώδης""

Δ. ""θαμνώδους""",θαμνώδους,Δ
1686,Ο αόριστος του ρήματος «συγγράφω» είναι:,"Α. ""συγγράφω""

Β. ""συνέγραφα""

Γ. ""συνέγραψα""

Δ. ""να συγγράψω""",συνέγραψα,Γ
1687,"Ως προς το πλήθος των ρημάτων, τι είδους πρόταση είναι η εξής: «Η Χριστίνα και ο Πάνος κοιμούνται;»","Α. ""Απλή""

Β. ""Επαυξημένη""

Γ. ""Ελλειπτική""

Δ. ""Σύνθετη""",Απλή,Α
1688,"Στο «που ήταν ____ πολύ δύστροπος άνθρωπος», ώστε να εκφράσουμε γενικό χαρακτηρισμό (χωρίς έμφαση στην αοριστία), τι βάζουμε;","Α. ""ένας""

Β. ""ο""

Γ. ""η""

Δ. ""(-) χωρίς άρθρο""",(-) χωρίς άρθρο,Δ
1689,Ποια είναι η αιτιατική του πληθυντικού του τύπου «τη βαθιά θάλασσα»;,"Α. ""τα βαθιά θάλασσας""

Β. ""τις βαθιά θάλασσες""

Γ. ""τις βαθιές θάλασσες""

Δ. ""οι βαθιές θάλασσες""",τις βαθιές θάλασσες,Γ
1690,"Ποια πρόταση ενώνει τις προτάσεις ""Δεν απολύθηκε"" και ""Πήρε και προαγωγή"" ώστε να δίνεται έμφαση στη δεύτερη;","Α. ""Όχι μόνο δεν απολύθηκε, αλλά πήρε και προαγωγή.""

Β. ""Αφού δεν απολύθηκε, πήρε και προαγωγή.""

Γ. ""Δεν απολύθηκε και πήρε προαγωγή.""

Δ. ""Μόνο που δεν απολύθηκε, πήρε και προαγωγή.""","Όχι μόνο δεν απολύθηκε, αλλά πήρε και προαγωγή.",Α
1691,"Στην πρόταση «Το γλυκό αυτό χρειάζεται περισσότερη ζάχαρη», ποιο είναι το υποκείμενο του ρήματος «χρειάζεται»;","Α. ""Το γλυκό αυτό""

Β. ""περισσότερη ζάχαρη""

Γ. ""αυτό""

Δ. ""ζάχαρη""",Το γλυκό αυτό,Α
